frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
11,  0,  0.000,  0.98,  1, 0.82, 0.07, 0.06, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.42, 0.62, 0.53, 0.00, 1.20, 0.22, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.000,  0.88,  1, 0.82, 0.07, 0.29, 0.00, 0.00, 0.00, 0.42, 0.33, 0.00, 0.00, 0.42, 0.47, 0.53, 0.00, 1.37, 0.46, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.000,  0.98,  1, 0.14, 0.00, 0.29, 0.00, 0.00, 0.00, 0.42, 0.28, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 1.22, 0.46, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.29, 0.00, 0.00, 0.00, 0.42, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.61, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.04, 0.00, 0.00, 0.00, 0.00, 0.68, 0.33, 0.00, 0.01, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.000,  0.98,  1, 0.22, 0.07, 0.03, 0.03, 0.00, 0.33, 0.04, 0.22, 0.10, 0.29, 0.00, 1.37, 0.75, 0.06, 0.01, 0.00, 0.98, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.000,  0.88,  1, 0.34, 0.44, 0.27, 0.03, 0.00, 0.33, 0.04, 0.22, 0.10, 0.29, 0.00, 1.37, 0.88, 0.12, 0.18, 0.32, 0.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.000,  0.98,  1, 0.81, 0.44, 0.27, 0.03, 0.00, 0.05, 0.00, 0.22, 0.10, 0.29, 0.00, 0.73, 0.55, 0.12, 0.41, 0.81, 0.52, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.000,  0.98,  1, 1.47, 0.96, 0.24, 0.10, 0.00, 0.29, 0.00, 0.08, 0.00, 0.00, 0.01, 0.41, 0.14, 0.05, 0.85, 1.38, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.000,  0.98,  1, 1.78, 0.59, 0.05, 0.10, 0.00, 0.38, 0.00, 0.08, 0.00, 0.21, 0.01, 0.41, 0.00, 0.00, 1.10, 1.08, 0.19, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
21,  0,  0.000,  0.98,  1, 1.66, 0.61, 0.13, 0.10, 0.07, 0.56, 0.17, 0.33, 0.46, 0.68, 0.54, 1.22, 0.75, 0.41, 0.87, 1.15, 0.19, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
22,  0,  0.000,  0.98,  1, 0.77, 0.02, 0.13, 0.27, 0.13, 0.70, 0.17, 0.25, 0.46, 0.68, 1.01, 1.09, 0.75, 0.41, 0.43, 1.49, 0.19, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
23,  0,  0.000,  0.98,  1, 0.35, 0.04, 0.07, 0.27, 0.13, 0.61, 0.72, 0.46, 0.47, 0.47, 1.17, 1.59, 0.75, 0.41, 0.00, 1.47, 0.74, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
24,  0,  0.000,  0.98,  1, 0.00, 0.02, 0.00, 0.27, 0.06, 0.38, 0.55, 0.21, 0.01, 0.00, 0.65, 0.74, 0.00, 0.00, 0.51, 0.91, 1.05, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
25,  0,  0.000,  0.98,  1, 0.00, 0.02, 0.00, 0.58, 0.00, 0.00, 0.63, 0.21, 0.01, 0.00, 0.17, 1.09, 0.00, 0.04, 0.90, 0.18, 1.18, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
26,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.00, 0.58, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 1.22, 0.05, 0.04, 0.90, 0.67, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
27,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.02, 0.58, 0.23, 0.00, 0.40, 0.38, 0.31, 0.28, 0.43, 2.02, 0.05, 0.10, 0.39, 0.67, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
28,  0,  0.000,  0.98,  1, 0.06, 0.00, 0.02, 0.00, 0.23, 0.26, 0.32, 0.38, 0.36, 0.31, 0.43, 1.43, 0.05, 0.06, 0.49, 0.91, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
29,  0,  0.000,  0.98,  1, 0.06, 0.00, 0.22, 0.00, 0.23, 0.26, 0.32, 0.41, 0.36, 0.31, 1.06, 1.21, 0.00, 0.06, 0.85, 1.40, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
30,  0,  0.000,  0.98,  1, 0.27, 0.00, 0.20, 0.00, 0.00, 0.26, 0.00, 0.03, 0.05, 0.03, 0.63, 0.41, 0.00, 0.00, 1.87, 1.97, 0.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
31,  0,  0.000,  0.98,  1, 0.21, 0.00, 0.20, 0.00, 0.00, 0.00, 0.08, 0.03, 0.00, 0.00, 0.63, 0.58, 0.00, 0.15, 1.68, 1.54, 0.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
32,  0,  0.000,  0.98,  1, 1.31, 1.30, 0.00, 0.50, 0.00, 0.00, 0.08, 0.00, 0.11, 0.00, 0.00, 0.18, 0.00, 0.15, 1.54, 0.56, 0.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
33,  0,  0.000,  0.98,  1, 1.10, 1.30, 0.00, 0.50, 0.00, 0.28, 0.08, 0.17, 0.11, 0.31, 0.56, 0.74, 0.61, 0.45, 0.52, 1.15, 0.42, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
34,  0,  0.000,  0.98,  1, 2.76, 2.86, 0.49, 0.50, 0.16, 0.42, 0.00, 0.47, 0.35, 0.31, 0.56, 0.99, 0.61, 0.30, 0.35, 1.15, 0.42, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
35,  0,  0.000,  0.98,  1, 1.67, 1.55, 0.62, 0.00, 0.33, 0.72, 0.00, 0.57, 0.43, 0.37, 0.56, 1.40, 0.61, 0.42, 0.12, 1.19, 0.44, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
36,  0,  0.000,  0.98,  1, 2.13, 1.71, 0.89, 0.19, 0.33, 0.44, 0.00, 0.77, 0.43, 0.57, 0.02, 1.44, 0.00, 0.24, 0.61, 0.34, 0.30, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
37,  0,  0.000,  0.98,  1, 1.01, 0.75, 0.41, 0.19, 0.17, 0.41, 0.00, 0.47, 0.38, 0.57, 0.02, 1.42, 0.00, 0.24, 0.63, 1.16, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
38,  0,  0.000,  0.98,  1, 1.01, 0.75, 0.58, 0.19, 0.39, 0.47, 0.05, 0.97, 0.22, 1.16, 0.11, 1.37, 0.40, 0.32, 0.98, 1.78, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
39,  0,  0.000,  0.98,  1, 0.55, 0.59, 0.31, 0.00, 0.39, 0.50, 0.05, 0.61, 0.22, 0.73, 0.09, 1.26, 0.40, 0.27, 0.91, 2.38, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
40,  0,  0.000,  0.98,  1, 0.68, 0.00, 0.43, 0.00, 0.39, 0.40, 0.05, 0.61, 0.03, 0.81, 0.11, 0.85, 0.40, 0.27, 1.18, 1.63, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
41,  0,  0.000,  0.98,  1, 0.68, 0.00, 0.13, 0.00, 0.00, 0.34, 0.00, 0.55, 0.12, 0.26, 0.02, 0.54, 0.00, 0.08, 1.32, 1.29, 0.03, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
42,  0,  0.000,  0.98,  1, 1.33, 0.27, 0.56, 0.00, 0.00, 0.31, 0.00, 0.55, 0.12, 0.17, 0.02, 0.14, 0.00, 0.00, 1.78, 0.87, 0.53, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
43,  0,  0.000,  0.98,  1, 1.82, 0.59, 0.87, 0.00, 0.00, 0.35, 0.00, 0.55, 0.12, 0.09, 0.00, 0.39, 0.00, 0.00, 1.38, 0.85, 0.72, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
44,  0,  0.000,  0.75,  1, 2.55, 0.59, 0.87, 0.00, 0.00, 0.70, 0.90, 0.00, 0.00, 0.00, 0.41, 1.00, 0.00, 0.00, 1.20, 0.93, 0.69, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
45,  0,  0.000,  0.98,  1, 1.91, 0.32, 0.43, 0.00, 0.01, 0.70, 0.90, 0.00, 0.41, 0.15, 0.41, 0.91, 0.00, 0.00, 0.92, 0.85, 0.19, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
46,  0,  0.000,  0.98,  1, 0.75, 0.00, 0.53, 0.00, 0.02, 1.07, 1.31, 0.17, 0.41, 0.15, 0.41, 0.76, 0.00, 0.00, 1.07, 0.79, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
47,  0,  0.000,  0.98,  1, 0.46, 0.00, 0.63, 0.00, 0.02, 0.69, 0.41, 0.20, 0.41, 0.26, 0.09, 0.71, 0.00, 0.00, 1.00, 0.67, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
48,  0,  0.000,  0.88,  1, 0.45, 0.38, 0.94, 0.00, 0.01, 0.69, 0.53, 0.38, 0.16, 0.11, 0.29, 1.11, 0.00, 0.00, 0.55, 0.26, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
49,  0,  0.000,  0.88,  1, 0.45, 0.38, 0.41, 0.00, 0.08, 0.27, 0.12, 0.21, 0.18, 0.38, 0.29, 1.48, 0.00, 0.00, 0.48, 0.26, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
50,  0,  0.000,  0.98,  1, 0.00, 0.38, 1.00, 0.00, 0.20, 0.79, 0.12, 0.18, 0.18, 0.52, 0.20, 1.06, 0.00, 0.06, 0.54, 0.57, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
51,  0,  0.000,  0.98,  1, 0.14, 0.00, 0.74, 0.16, 0.20, 0.79, 0.31, 0.00, 0.02, 0.61, 0.00, 0.78, 0.00, 0.06, 1.08, 0.81, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
52,  0,  0.000,  0.98,  1, 0.52, 0.00, 1.21, 0.16, 0.12, 0.79, 0.32, 0.00, 0.00, 0.35, 0.08, 0.78, 0.00, 0.46, 1.65, 1.20, 0.07, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
53,  0,  0.000,  0.85,  1, 0.52, 0.00, 0.55, 0.16, 0.04, 0.70, 0.32, 0.08, 0.00, 0.10, 0.26, 0.60, 0.23, 0.40, 1.76, 0.63, 0.44, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
54,  0,  0.000,  0.98,  1, 0.38, 0.00, 0.50, 0.17, 0.04, 0.70, 0.01, 0.08, 0.06, 0.26, 0.26, 0.48, 0.23, 0.47, 1.52, 0.38, 0.44, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
55,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.04, 0.17, 0.06, 0.70, 0.00, 0.08, 0.06, 0.91, 0.24, 0.80, 0.73, 1.07, 1.19, 0.54, 0.49, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
56,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.00, 0.17, 0.29, 0.06, 0.00, 0.15, 0.11, 0.97, 0.06, 0.96, 0.50, 1.21, 0.78, 0.60, 0.34, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
57,  0,  0.000,  0.88,  1, 0.00, 0.00, 0.00, 0.00, 0.29, 0.06, 0.00, 0.15, 0.04, 0.78, 0.06, 0.99, 0.50, 1.14, 0.74, 1.01, 0.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
58,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.23, 0.00, 0.27, 0.06, 0.00, 0.19, 0.04, 0.44, 0.00, 0.55, 0.00, 0.14, 0.41, 1.02, 0.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
59,  0,  0.000,  0.98,  1, 0.39, 0.00, 0.23, 0.00, 0.01, 0.11, 0.02, 0.47, 0.00, 0.62, 0.00, 1.07, 0.00, 0.22, 0.56, 1.88, 0.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
60,  0,  0.000,  0.98,  1, 0.39, 0.00, 0.23, 0.00, 0.01, 0.11, 0.28, 1.01, 0.18, 0.81, 0.00, 1.38, 0.46, 0.38, 0.28, 1.46, 0.73, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
61,  0,  0.000,  0.98,  1, 0.70, 0.03, 0.11, 0.00, 0.31, 0.11, 0.44, 1.05, 0.18, 0.72, 0.17, 2.16, 0.67, 1.02, 0.29, 0.92, 0.33, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
62,  0,  0.000,  0.98,  1, 0.73, 0.08, 0.11, 0.00, 0.66, 0.00, 0.42, 1.07, 0.18, 0.48, 1.41, 2.80, 1.72, 0.80, 0.69, 0.03, 0.20, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
63,  0,  0.000,  0.98,  1, 0.84, 0.24, 0.13, 0.00, 0.66, 0.33, 0.16, 0.54, 0.00, 0.21, 1.41, 2.46, 1.26, 0.64, 1.12, 0.81, 0.61, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
64,  0,  0.000,  0.98,  1, 0.52, 0.20, 0.35, 0.00, 0.39, 0.66, 0.00, 0.62, 0.00, 0.00, 1.25, 1.98, 1.22, 0.18, 1.12, 0.81, 0.61, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
65,  0,  0.000,  0.98,  1, 0.12, 0.16, 0.82, 0.00, 0.07, 0.66, 0.00, 0.32, 0.00, 0.12, 0.23, 1.67, 0.24, 0.18, 0.57, 1.10, 0.53, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
66,  0,  0.000,  0.98,  1, 1.54, 0.81, 0.88, 0.00, 0.07, 0.48, 0.00, 0.36, 0.00, 0.12, 0.23, 2.51, 0.24, 0.18, 0.01, 0.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
67,  0,  0.000,  0.78,  1, 1.54, 0.81, 0.55, 0.00, 0.12, 0.31, 0.00, 0.45, 0.24, 0.82, 0.72, 2.22, 0.06, 0.55, 0.00, 0.32, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
68,  0,  0.000,  0.98,  1, 1.55, 0.81, 0.08, 0.50, 0.09, 0.31, 0.00, 0.29, 0.24, 0.70, 0.89, 1.20, 0.00, 0.60, 0.37, 0.13, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69,  0,  0.000,  0.88,  1, 0.02, 0.00, 0.26, 0.50, 0.37, 0.47, 0.16, 0.96, 0.24, 0.70, 2.01, 1.22, 0.25, 0.99, 0.37, 0.13, 0.26, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70,  0,  0.000,  0.98,  1, 0.02, 0.00, 0.26, 0.50, 0.29, 0.37, 0.16, 0.70, 0.00, 0.22, 1.52, 1.01, 0.25, 0.85, 0.49, 0.71, 0.17, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
