frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
11,  0,  0.000,  0.98,  1, 0.52, 1.10, 0.52, 1.08, 0.00, 0.20, 0.00, 0.03, 0.13, 0.37, 1.64, 0.86, 0.00, 1.43, 0.52, 2.39, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.000,  0.98,  1, 1.19, 1.25, 0.54, 0.91, 0.00, 0.46, 0.00, 0.03, 0.13, 0.37, 1.00, 0.78, 0.00, 0.77, 0.18, 1.35, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.000,  0.98,  1, 0.67, 0.50, 0.79, 0.76, 0.30, 0.82, 0.16, 0.00, 0.00, 0.26, 0.00, 0.96, 0.12, 1.46, 0.14, 1.59, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.000,  0.98,  1, 0.84, 0.63, 0.79, 0.27, 0.79, 0.64, 0.16, 0.46, 0.37, 0.12, 0.47, 1.17, 0.12, 1.98, 0.70, 1.30, 0.03, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.000,  0.88,  1, 0.17, 0.13, 1.01, 0.08, 1.22, 0.38, 0.36, 0.57, 0.53, 0.24, 0.47, 0.94, 0.65, 2.03, 1.21, 1.23, 0.03, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.000,  0.98,  1, 0.17, 0.13, 0.99, 0.08, 1.31, 1.02, 0.27, 1.28, 0.58, 0.73, 0.50, 0.46, 0.55, 0.57, 1.52, 0.53, 0.03, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.000,  0.98,  1, 0.00, 0.00, 1.10, 0.08, 1.04, 1.52, 0.27, 1.01, 0.46, 1.47, 0.03, 0.82, 0.55, 0.35, 0.84, 0.53, 0.70, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
18,  0,  0.000,  0.88,  1, 0.00, 0.00, 0.62, 0.00, 0.60, 1.52, 0.07, 0.90, 0.31, 1.35, 0.04, 1.06, 0.03, 0.30, 0.31, 0.54, 0.70, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.000,  0.98,  1, 0.09, 0.00, 0.58, 0.00, 0.21, 1.02, 0.00, 0.60, 0.26, 0.81, 0.01, 1.06, 0.00, 0.65, 0.00, 0.20, 0.70, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.000,  0.98,  1, 0.09, 0.00, 1.67, 0.00, 0.64, 1.17, 0.49, 1.06, 0.31, 0.48, 0.89, 1.25, 0.22, 0.34, 0.08, 0.21, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
21,  0,  0.000,  0.88,  1, 0.09, 0.00, 2.93, 0.00, 1.20, 2.49, 0.71, 1.75, 0.50, 0.71, 0.97, 1.09, 0.36, 0.34, 0.99, 0.69, 0.88, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00
22,  0,  0.000,  0.92,  1, 0.30, 0.00, 2.82, 0.00, 1.46, 2.93, 1.01, 1.34, 0.50, 0.91, 0.97, 0.87, 0.36, 0.00, 1.92, 0.62, 1.06, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
23,  0,  0.000,  0.98,  1, 0.30, 0.00, 1.61, 0.00, 0.88, 2.33, 0.52, 0.69, 0.26, 0.78, 0.15, 0.28, 0.14, 0.00, 1.85, 0.62, 1.06, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
24,  0,  0.000,  0.88,  1, 0.41, 0.00, 0.43, 0.29, 0.32, 1.02, 0.30, 0.00, 0.07, 0.56, 0.06, 0.37, 0.00, 0.20, 1.48, 0.40, 0.64, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
25,  0,  0.000,  0.98,  1, 0.47, 0.00, 0.49, 0.29, 0.46, 0.08, 0.00, 0.45, 0.62, 0.88, 0.06, 0.67, 0.00, 0.20, 0.73, 0.27, 0.46, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
26,  0,  0.000,  0.98,  1, 0.47, 0.00, 0.49, 0.29, 0.85, 0.57, 0.06, 0.50, 0.71, 0.78, 0.00, 0.63, 0.00, 0.66, 0.73, 0.37, 0.46, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
27,  0,  0.000,  0.88,  1, 1.15, 0.00, 1.03, 0.12, 0.99, 0.57, 0.06, 0.64, 0.78, 1.38, 0.39, 1.76, 0.64, 0.46, 0.34, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
28,  0,  0.000,  0.82,  1, 0.79, 0.00, 0.63, 0.12, 0.58, 0.57, 0.06, 0.63, 0.37, 0.85, 0.39, 1.50, 0.64, 0.46, 0.55, 0.46, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
29,  0,  0.000,  0.98,  1, 0.79, 0.00, 0.63, 0.12, 0.14, 0.00, 0.00, 0.58, 0.22, 0.83, 0.81, 1.72, 1.16, 0.29, 0.55, 0.86, 0.48, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
30,  0,  0.000,  0.88,  1, 0.26, 0.00, 0.02, 0.52, 0.06, 0.00, 0.00, 0.44, 0.15, 0.23, 0.97, 1.36, 0.51, 0.31, 0.57, 1.06, 0.48, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
31,  0,  0.000,  0.75,  1, 1.38, 0.48, 0.22, 0.52, 0.06, 0.00, 0.00, 0.16, 0.00, 0.23, 1.03, 2.07, 0.51, 0.47, 0.69, 1.36, 0.48, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
32,  0,  0.000,  0.98,  1, 1.38, 0.48, 0.32, 0.52, 0.06, 0.00, 0.00, 0.30, 0.00, 0.00, 0.61, 2.11, 0.00, 0.18, 0.69, 1.09, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
33,  0,  0.000,  0.98,  1, 1.71, 0.96, 1.24, 0.00, 0.30, 0.94, 0.00, 0.30, 0.00, 0.00, 0.12, 1.86, 0.04, 0.56, 0.61, 0.79, 0.07, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
34,  0,  0.000,  0.98,  1, 1.70, 1.86, 1.02, 0.07, 0.30, 1.28, 0.00, 0.14, 0.06, 0.41, 0.06, 1.49, 0.14, 0.41, 0.09, 0.23, 0.15, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
35,  0,  0.000,  0.98,  1, 1.70, 1.86, 1.56, 0.07, 0.93, 2.30, 0.00, 0.11, 0.36, 0.53, 0.06, 1.45, 1.46, 0.41, 1.17, 0.26, 0.24, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
36,  0,  0.000,  0.98,  1, 1.39, 1.38, 0.63, 0.07, 0.62, 1.47, 0.00, 0.11, 0.36, 0.53, 0.00, 0.87, 1.42, 0.00, 1.10, 0.44, 0.27, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
37,  0,  0.000,  0.98,  1, 0.28, 0.00, 0.78, 0.00, 1.34, 1.12, 0.23, 0.94, 0.57, 0.13, 0.00, 1.45, 1.32, 0.00, 1.59, 0.44, 0.19, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
38,  0,  0.000,  0.92,  1, 1.36, 0.14, 0.75, 0.00, 1.24, 0.44, 0.30, 1.75, 0.64, 0.21, 0.34, 2.75, 0.83, 0.00, 0.77, 0.90, 0.10, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
39,  0,  0.000,  0.98,  1, 1.57, 0.14, 0.75, 0.00, 1.24, 0.33, 0.30, 2.64, 0.64, 0.21, 2.01, 2.69, 1.91, 0.00, 2.42, 0.71, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
40,  0,  0.000,  0.98,  1, 1.57, 0.14, 0.95, 0.00, 0.52, 0.38, 0.07, 1.81, 0.38, 0.21, 2.01, 2.30, 1.91, 0.10, 1.98, 2.26, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
41,  0,  0.000,  0.98,  1, 0.85, 0.27, 0.75, 0.58, 0.08, 0.04, 0.00, 1.07, 0.35, 0.46, 1.67, 1.27, 1.23, 0.10, 2.82, 2.09, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
42,  0,  0.000,  0.98,  1, 0.36, 0.27, 2.16, 0.58, 0.74, 1.08, 0.28, 0.43, 0.60, 1.01, 0.00, 1.79, 0.14, 0.10, 1.38, 2.09, 0.43, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
43,  0,  0.000,  0.98,  1, 0.40, 0.67, 2.38, 0.58, 1.03, 1.49, 0.28, 0.43, 0.97, 1.84, 0.00, 1.21, 0.14, 0.00, 1.55, 0.55, 0.84, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
44,  0,  0.000,  0.98,  1, 0.49, 0.40, 2.02, 0.00, 1.23, 1.69, 0.28, 0.25, 0.96, 1.72, 0.00, 1.24, 0.00, 0.79, 0.44, 0.00, 1.50, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
45,  0,  0.000,  0.82,  1, 0.49, 0.40, 1.25, 0.00, 1.33, 2.32, 0.37, 0.80, 1.27, 2.11, 0.00, 0.92, 0.11, 0.82, 0.74, 0.54, 1.65, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
46,  0,  0.000,  0.98,  1, 0.45, 0.00, 0.92, 0.00, 1.03, 2.46, 0.66, 0.80, 0.90, 1.29, 0.00, 0.92, 0.11, 1.07, 0.94, 0.54, 1.26, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
47,  0,  0.000,  0.92,  1, 0.59, 0.07, 1.15, 0.37, 0.76, 2.25, 0.66, 1.20, 0.56, 1.26, 0.00, 0.41, 0.11, 0.88, 1.28, 1.42, 0.60, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
48,  0,  0.000,  0.98,  1, 0.59, 0.07, 1.18, 0.37, 0.46, 0.88, 0.83, 0.79, 0.00, 0.38, 0.14, 0.16, 0.00, 0.86, 1.25, 0.87, 0.02, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
49,  0,  0.000,  0.98,  1, 1.50, 0.16, 1.20, 0.37, 1.00, 0.36, 0.55, 1.50, 0.39, 0.82, 0.69, 1.26, 0.55, 0.61, 0.85, 0.87, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
50,  0,  0.000,  0.98,  1, 0.91, 0.09, 1.58, 0.00, 1.27, 0.62, 0.92, 1.59, 0.64, 1.07, 0.92, 1.10, 1.10, 0.00, 1.57, 0.02, 0.42, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
51,  0,  0.000,  0.98,  1, 0.91, 0.09, 0.98, 0.00, 1.02, 0.67, 0.60, 1.78, 0.64, 1.22, 1.38, 1.10, 1.10, 0.47, 1.56, 0.73, 0.42, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
52,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.72, 0.00, 0.49, 0.61, 0.60, 1.08, 0.25, 0.85, 0.83, 0.08, 0.55, 0.47, 1.56, 0.98, 0.46, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
53,  0,  0.000,  0.98,  1, 0.36, 0.00, 0.64, 0.00, 0.21, 0.35, 0.23, 0.64, 0.04, 0.60, 0.60, 0.30, 0.00, 0.47, 1.19, 1.30, 0.04, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
54,  0,  0.000,  0.98,  1, 0.36, 0.00, 0.80, 0.00, 0.16, 0.15, 0.38, 0.21, 0.04, 0.44, 0.00, 1.29, 0.11, 0.16, 0.70, 0.59, 0.22, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
55,  0,  0.000,  0.98,  1, 0.36, 0.00, 1.17, 0.00, 0.45, 0.26, 0.55, 0.44, 0.04, 0.37, 0.00, 1.98, 0.11, 0.24, 0.78, 0.34, 0.39, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
56,  0,  0.000,  0.88,  1, 0.00, 0.00, 0.81, 0.00, 0.45, 0.26, 0.55, 0.84, 0.00, 0.29, 0.16, 2.03, 0.11, 0.32, 0.33, 0.12, 0.97, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
57,  0,  0.000,  0.98,  1, 0.67, 0.96, 0.90, 0.00, 0.29, 0.11, 0.17, 1.10, 0.02, 0.78, 0.72, 2.09, 0.00, 0.67, 0.62, 0.74, 0.80, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
58,  0,  0.000,  0.85,  1, 0.87, 0.96, 0.66, 0.00, 0.00, 0.39, 0.00, 0.88, 0.02, 0.78, 0.72, 1.40, 0.00, 0.62, 1.10, 0.74, 0.59, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
59,  0,  0.000,  0.98,  1, 0.87, 0.96, 0.72, 0.00, 0.63, 1.62, 0.20, 0.76, 0.33, 0.66, 0.56, 1.12, 0.00, 0.55, 1.82, 0.62, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
60,  0,  0.000,  0.98,  1, 0.21, 0.36, 1.22, 0.00, 0.84, 2.52, 0.44, 0.56, 0.31, 0.22, 0.41, 0.86, 0.00, 0.19, 1.64, 0.00, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
61,  0,  0.000,  0.98,  1, 0.00, 0.36, 1.49, 0.00, 1.19, 2.59, 0.98, 0.80, 0.51, 0.58, 0.41, 0.95, 0.15, 0.15, 1.34, 0.00, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
62,  0,  0.000,  0.98,  1, 0.00, 0.36, 1.22, 0.00, 0.55, 1.36, 0.78, 0.47, 0.20, 0.48, 0.41, 0.96, 0.15, 0.15, 0.36, 0.00, 0.31, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
63,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.67, 0.22, 0.34, 0.46, 0.54, 0.34, 0.51, 0.70, 0.51, 1.48, 0.15, 0.50, 0.29, 0.36, 0.31, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
64,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.26, 0.22, 0.00, 0.00, 0.00, 0.10, 0.30, 0.35, 0.51, 1.31, 0.00, 0.50, 0.04, 0.36, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
65,  0,  0.000,  0.98,  1, 0.06, 0.00, 0.68, 0.22, 0.00, 0.00, 0.00, 0.22, 0.30, 0.35, 0.51, 1.54, 0.00, 0.50, 0.04, 0.65, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
66,  0,  0.000,  0.98,  1, 0.06, 0.00, 0.60, 0.00, 0.28, 0.46, 0.15, 0.94, 0.07, 0.36, 0.09, 0.73, 0.27, 0.00, 0.61, 0.51, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
67,  0,  0.000,  0.98,  1, 0.06, 0.31, 0.60, 0.13, 0.28, 0.46, 0.15, 0.94, 0.07, 0.49, 0.09, 1.06, 0.27, 0.00, 0.61, 0.51, 0.24, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
68,  0,  0.000,  0.98,  1, 0.00, 0.31, 0.66, 0.13, 0.56, 0.68, 0.15, 1.52, 0.08, 0.49, 0.70, 1.34, 0.53, 0.00, 0.61, 0.22, 0.24, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69,  0,  0.000,  0.98,  1, 0.00, 0.31, 0.77, 0.13, 0.66, 0.30, 0.00, 1.54, 0.39, 1.00, 0.99, 1.47, 0.35, 0.16, 0.00, 0.00, 0.45, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
70,  0,  0.000,  0.98,  1, 0.00, 0.00, 1.10, 0.00, 0.81, 1.30, 0.00, 1.79, 0.49, 1.29, 0.99, 1.53, 0.35, 0.44, 0.06, 0.77, 0.21, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
