frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
11,  0,  0.000,  0.98,  1, 0.05, 0.00, 0.60, 0.03, 0.47, 0.97, 0.26, 0.69, 0.12, 0.09, 0.21, 1.33, 0.00, 1.26, 0.81, 2.23, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
12,  0,  0.000,  0.88,  1, 1.48, 1.00, 0.60, 0.03, 0.43, 0.82, 0.26, 1.09, 0.41, 0.09, 0.08, 1.33, 0.00, 1.26, 1.41, 1.97, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.000,  0.98,  1, 1.48, 1.00, 0.21, 0.00, 0.46, 1.21, 0.26, 1.27, 0.41, 0.09, 0.31, 0.92, 0.30, 0.00, 1.51, 0.38, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.000,  0.98,  1, 1.44, 1.00, 0.15, 0.00, 0.05, 0.54, 0.00, 0.58, 0.32, 0.00, 0.31, 0.28, 0.30, 0.00, 1.02, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.000,  0.58,  0, 0.00, 0.00, 0.15, 0.00, 0.03, 0.39, 0.00, 0.17, 0.00, 0.00, 0.24, 0.28, 0.30, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
16,  0,  0.000,  0.02,  0, 0.25, 0.03, 0.00, 0.00, 0.00, 0.51, 0.00, 0.61, 0.13, 0.06, 0.00, 0.41, 0.00, 0.00, 0.53, 0.09, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.000,  0.98,  1, 0.25, 0.03, 0.17, 0.00, 0.10, 0.92, 0.00, 0.98, 0.13, 0.08, 0.00, 0.47, 0.34, 0.00, 1.13, 0.39, 0.22, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.000,  0.98,  1, 0.55, 0.03, 1.20, 0.00, 0.36, 1.65, 0.00, 1.58, 0.13, 0.28, 0.14, 0.92, 0.34, 0.24, 1.55, 1.45, 0.22, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.000,  0.98,  1, 0.30, 0.00, 1.88, 0.00, 0.40, 1.67, 0.00, 0.98, 0.06, 0.21, 0.14, 1.53, 0.34, 0.52, 1.02, 1.37, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.000,  0.82,  1, 0.30, 0.00, 1.93, 0.00, 0.47, 1.38, 0.05, 1.09, 0.10, 0.32, 0.14, 1.75, 0.00, 0.60, 0.42, 1.19, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
21,  0,  0.000,  0.98,  1, 0.00, 0.00, 1.31, 0.00, 0.50, 0.72, 0.05, 0.52, 0.12, 0.13, 0.00, 1.70, 0.00, 1.03, 0.27, 0.52, 0.03, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
22,  0,  0.000,  0.85,  1, 0.00, 0.00, 1.01, 0.00, 1.16, 1.02, 0.20, 1.59, 0.36, 0.51, 0.00, 1.49, 0.00, 0.75, 0.90, 0.51, 0.03, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
23,  0,  0.000,  0.98,  1, 0.00, 0.00, 1.05, 0.23, 0.98, 1.37, 0.28, 1.10, 0.33, 0.38, 0.13, 2.49, 0.00, 1.64, 0.90, 1.20, 0.03, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
24,  0,  0.000,  0.98,  1, 0.00, 0.41, 0.67, 0.55, 0.69, 1.41, 0.28, 1.08, 0.30, 0.38, 0.39, 3.14, 0.00, 1.66, 0.63, 1.01, 0.01, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
25,  0,  0.000,  0.88,  1, 0.00, 0.41, 0.50, 0.55, 0.55, 1.66, 0.44, 0.53, 0.56, 0.95, 0.39, 2.32, 0.00, 1.66, 0.02, 1.01, 1.10, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
26,  0,  0.000,  0.92,  1, 0.00, 0.41, 0.27, 0.32, 0.55, 1.18, 0.30, 0.53, 0.56, 0.95, 0.27, 1.09, 0.00, 0.84, 0.16, 0.57, 1.20, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
27,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.43, 0.00, 0.55, 1.32, 0.30, 0.53, 0.56, 1.45, 0.00, 0.13, 0.00, 0.67, 0.32, 0.67, 1.42, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
28,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.22, 0.00, 0.45, 1.18, 0.31, 0.77, 0.00, 0.82, 0.20, 0.40, 0.31, 0.67, 1.45, 0.67, 1.17, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
29,  0,  0.000,  0.98,  1, 0.00, 0.00, 1.46, 0.00, 1.05, 2.10, 0.31, 1.41, 0.00, 1.61, 1.19, 1.79, 0.31, 1.32, 1.31, 1.05, 1.07, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
30,  0,  0.000,  0.88,  1, 0.00, 0.00, 2.13, 0.00, 1.33, 2.05, 0.31, 1.92, 0.01, 1.11, 1.57, 2.19, 0.32, 0.81, 1.51, 1.22, 1.24, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
31,  0,  0.000,  0.98,  1, 0.42, 0.00, 2.55, 0.00, 0.87, 1.12, 0.00, 1.15, 0.01, 0.79, 2.28, 2.21, 0.63, 1.32, 0.36, 1.78, 0.40, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
32,  0,  0.000,  0.88,  1, 0.42, 0.00, 1.29, 0.00, 0.28, 0.20, 0.00, 0.51, 0.03, 0.00, 1.29, 0.77, 0.63, 0.63, 0.39, 1.62, 0.40, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
33,  0,  0.000,  0.98,  1, 0.42, 0.00, 0.86, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 1.29, 0.60, 0.61, 0.63, 0.03, 1.17, 0.82, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
34,  0,  0.000,  0.98,  1, 0.09, 0.00, 0.99, 0.22, 0.00, 0.04, 0.10, 0.00, 0.02, 0.00, 0.38, 0.76, 0.00, 0.58, 0.03, 0.61, 0.82, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
35,  0,  0.000,  0.98,  1, 0.09, 0.00, 1.18, 0.22, 0.18, 0.60, 0.24, 0.25, 0.01, 0.00, 0.38, 0.76, 0.00, 0.47, 0.52, 0.00, 0.87, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
36,  0,  0.000,  0.88,  1, 0.09, 0.00, 0.80, 0.22, 0.18, 0.73, 0.24, 0.25, 0.01, 0.07, 0.00, 0.44, 0.00, 0.47, 1.01, 0.21, 0.05, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
37,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.55, 0.09, 0.39, 0.94, 0.29, 1.42, 0.15, 0.88, 0.45, 1.24, 0.26, 0.78, 1.01, 0.59, 0.05, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
38,  0,  0.000,  0.88,  1, 0.00, 0.00, 0.68, 0.09, 0.38, 0.83, 0.16, 1.39, 0.30, 1.38, 0.45, 1.24, 0.27, 0.99, 1.07, 1.40, 0.35, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
39,  0,  0.000,  0.98,  1, 0.21, 0.00, 1.38, 0.09, 0.38, 0.69, 0.16, 1.39, 0.30, 1.30, 0.45, 1.28, 0.27, 0.99, 0.59, 1.19, 0.53, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
40,  0,  0.000,  0.98,  1, 0.70, 0.44, 2.17, 0.50, 0.16, 0.86, 0.00, 0.28, 0.16, 0.50, 0.00, 0.49, 0.01, 0.82, 0.59, 1.39, 0.53, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
41,  0,  0.000,  0.98,  1, 0.70, 0.86, 1.85, 0.61, 0.00, 0.59, 0.00, 0.34, 0.01, 0.06, 0.00, 0.78, 0.00, 0.68, 0.43, 0.79, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
42,  0,  0.000,  0.98,  1, 0.49, 0.86, 1.09, 0.61, 0.27, 1.14, 0.26, 0.70, 0.01, 0.06, 0.00, 0.74, 0.00, 0.68, 1.24, 0.79, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
43,  0,  0.000,  0.98,  1, 0.00, 0.42, 0.10, 0.12, 0.27, 0.77, 0.26, 1.04, 0.01, 0.06, 0.00, 0.29, 0.00, 0.07, 1.89, 0.54, 0.26, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
44,  0,  0.000,  0.98,  1, 0.17, 0.00, 0.46, 0.16, 0.27, 0.59, 0.26, 0.99, 0.43, 0.00, 0.13, 0.22, 0.00, 0.00, 2.17, 0.51, 0.63, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
45,  0,  0.000,  0.75,  1, 1.32, 0.70, 1.49, 0.16, 0.08, 0.65, 0.00, 0.63, 0.43, 0.00, 1.24, 0.56, 0.64, 0.00, 1.90, 0.51, 1.10, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
46,  0,  0.000,  0.98,  1, 1.32, 0.81, 1.67, 0.16, 0.08, 0.86, 0.09, 0.24, 0.43, 0.05, 1.47, 0.98, 0.67, 0.00, 1.53, 0.42, 0.84, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
47,  0,  0.000,  0.98,  1, 1.16, 0.81, 2.05, 0.00, 0.63, 2.09, 0.32, 0.81, 0.00, 0.32, 1.33, 1.08, 1.08, 0.00, 1.02, 0.62, 0.65, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
48,  0,  0.000,  0.98,  1, 0.19, 0.11, 1.95, 0.00, 0.98, 2.29, 0.32, 1.43, 0.00, 1.44, 1.89, 0.85, 0.44, 0.52, 0.48, 1.04, 1.02, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
49,  0,  0.000,  0.98,  1, 0.19, 0.00, 1.68, 0.22, 1.03, 2.02, 0.23, 1.47, 0.00, 1.45, 1.70, 0.83, 0.57, 0.52, 1.07, 1.76, 1.02, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
50,  0,  0.000,  0.98,  1, 0.19, 0.00, 1.39, 0.24, 0.56, 0.80, 0.00, 0.66, 0.00, 1.25, 1.74, 0.91, 0.16, 1.28, 0.87, 2.24, 0.84, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
51,  0,  0.000,  0.98,  1, 0.80, 0.40, 0.75, 0.90, 0.19, 0.00, 0.00, 0.55, 0.34, 0.58, 0.12, 1.06, 0.45, 0.76, 1.58, 1.82, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
52,  0,  0.000,  0.88,  1, 0.80, 0.40, 0.93, 0.69, 0.25, 0.24, 0.14, 0.71, 0.34, 0.53, 0.09, 1.50, 0.30, 0.77, 0.84, 1.03, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
53,  0,  0.000,  0.98,  1, 0.80, 0.40, 1.23, 0.66, 0.73, 0.92, 0.16, 1.14, 0.48, 0.46, 0.04, 1.36, 0.30, 0.02, 0.95, 0.48, 0.32, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
54,  0,  0.000,  0.88,  1, 0.57, 0.07, 1.40, 0.00, 0.72, 0.92, 0.16, 1.24, 0.14, 0.00, 0.28, 1.44, 0.00, 0.02, 0.28, 1.36, 0.32, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
55,  0,  0.000,  0.88,  1, 0.57, 0.07, 1.50, 0.00, 0.75, 1.69, 0.32, 1.33, 0.14, 0.62, 0.31, 0.78, 0.09, 0.00, 0.17, 1.24, 0.85, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
56,  0,  0.000,  0.98,  1, 1.11, 0.07, 0.82, 0.00, 0.32, 2.25, 0.38, 1.43, 0.00, 0.62, 0.41, 1.36, 0.18, 0.58, 0.07, 1.32, 1.23, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
57,  0,  0.000,  0.98,  1, 1.50, 0.00, 0.35, 0.00, 0.53, 2.68, 0.38, 1.05, 0.36, 0.62, 0.13, 1.61, 0.18, 0.58, 0.28, 0.44, 1.85, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
58,  0,  0.000,  0.88,  1, 1.50, 0.00, 0.42, 0.08, 0.57, 1.77, 0.21, 1.32, 0.55, 0.12, 0.58, 1.86, 0.34, 1.31, 0.61, 0.39, 1.32, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
59,  0,  0.000,  0.98,  1, 0.95, 0.04, 1.12, 0.43, 0.75, 0.81, 0.12, 1.73, 0.63, 0.91, 0.49, 1.78, 0.48, 1.02, 0.97, 0.46, 0.68, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
60,  0,  0.000,  0.92,  1, 0.00, 0.04, 1.17, 0.43, 0.51, 0.99, 0.12, 1.69, 0.35, 0.91, 0.49, 1.19, 0.48, 1.02, 1.41, 0.61, 0.06, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
61,  0,  0.000,  0.85,  1, 0.00, 0.04, 1.13, 0.35, 0.82, 1.72, 0.34, 1.99, 0.42, 0.94, 0.00, 0.75, 0.22, 0.29, 1.84, 0.61, 0.18, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
62,  0,  0.000,  0.98,  1, 0.91, 0.40, 0.77, 0.00, 0.86, 1.47, 0.34, 1.62, 0.34, 0.15, 0.33, 0.99, 0.42, 0.00, 1.58, 0.67, 0.12, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
63,  0,  0.000,  0.75,  1, 1.26, 0.91, 1.23, 0.00, 1.33, 1.70, 0.59, 1.95, 0.27, 0.15, 0.40, 1.36, 0.42, 0.00, 1.20, 0.52, 0.12, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
64,  0,  0.000,  0.98,  1, 1.69, 1.13, 2.26, 0.14, 1.32, 1.71, 0.24, 1.94, 0.00, 0.14, 0.49, 2.20, 0.42, 0.00, 0.96, 2.01, 0.16, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
65,  0,  0.000,  0.98,  1, 0.79, 0.74, 2.71, 0.14, 1.76, 2.98, 0.36, 2.78, 0.42, 0.62, 0.16, 1.46, 0.34, 0.29, 1.45, 2.64, 0.16, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
66,  0,  0.000,  0.98,  1, 0.44, 0.23, 2.27, 0.14, 1.95, 3.54, 0.12, 3.35, 0.88, 1.47, 0.08, 1.80, 0.34, 0.70, 1.16, 2.88, 0.41, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
67,  0,  0.000,  0.98,  1, 0.00, 0.00, 1.28, 0.00, 2.03, 3.90, 0.30, 3.08, 0.90, 2.09, 0.00, 1.89, 0.34, 1.07, 0.60, 2.04, 0.40, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
68,  0,  0.000,  0.92,  1, 0.00, 0.00, 0.43, 0.00, 1.24, 2.59, 0.18, 1.67, 0.49, 1.62, 0.00, 1.64, 0.00, 0.77, 0.00, 0.90, 0.40, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
69,  0,  0.000,  0.48,  0, 0.97, 0.72, 1.39, 0.47, 0.78, 2.18, 0.18, 0.93, 0.20, 1.19, 0.00, 1.02, 0.00, 0.37, 1.16, 1.35, 0.14, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
70,  0,  0.000,  0.82,  1, 0.97, 0.72, 1.57, 0.47, 0.30, 1.77, 0.37, 0.38, 0.17, 0.45, 0.04, 0.66, 0.00, 0.00, 1.16, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
