frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
11,  0,  0.000,  0.98,  1, 0.44, 0.00, 0.34, 0.00, 0.39, 0.78, 0.11, 0.44, 0.34, 0.00, 1.37, 1.86, 0.00, 0.19, 0.52, 1.38, 0.36, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
12,  0,  0.000,  0.98,  1, 0.44, 0.00, 0.34, 0.00, 0.39, 0.78, 0.16, 0.44, 0.34, 0.00, 1.46, 1.96, 0.00, 0.00, 0.62, 0.86, 0.04, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
13,  0,  0.000,  0.98,  1, 0.79, 0.00, 0.19, 0.04, 0.00, 0.25, 0.16, 0.00, 0.00, 0.00, 0.68, 1.69, 0.05, 0.00, 0.17, 0.26, 0.13, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
14,  0,  0.000,  0.98,  1, 1.02, 0.00, 0.16, 0.04, 0.00, 0.58, 0.05, 0.38, 0.00, 0.00, 0.83, 2.51, 0.50, 0.00, 0.17, 0.26, 0.43, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
15,  0,  0.000,  0.98,  1, 1.02, 0.00, 0.71, 0.04, 0.39, 0.58, 0.00, 1.23, 0.00, 0.41, 0.90, 2.79, 0.90, 0.00, 0.09, 0.87, 0.42, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
16,  0,  0.000,  0.98,  1, 1.20, 0.64, 1.12, 0.00, 0.39, 0.65, 0.00, 1.30, 0.27, 0.70, 0.41, 1.76, 0.85, 0.00, 0.99, 0.96, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
17,  0,  0.000,  0.98,  1, 0.97, 0.64, 1.12, 0.00, 0.39, 0.17, 0.00, 1.53, 0.27, 0.70, 0.17, 1.24, 0.39, 0.00, 1.51, 1.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
18,  0,  0.000,  0.98,  1, 0.97, 0.64, 0.56, 0.00, 0.65, 0.72, 0.00, 0.99, 0.73, 0.81, 0.00, 0.89, 0.18, 0.00, 2.20, 0.99, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
19,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.65, 0.55, 0.00, 0.92, 0.46, 0.51, 0.00, 1.16, 0.26, 0.00, 1.30, 0.78, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
20,  0,  0.000,  0.98,  1, 0.15, 0.00, 0.26, 0.00, 0.75, 1.05, 0.00, 0.31, 0.46, 0.51, 0.11, 0.44, 0.26, 0.00, 1.39, 1.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
21,  0,  0.000,  0.98,  1, 0.15, 0.00, 1.16, 0.00, 0.30, 1.30, 0.39, 0.05, 0.21, 0.53, 0.11, 0.27, 0.07, 0.00, 1.49, 1.09, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
22,  0,  0.000,  0.98,  1, 0.57, 0.00, 1.16, 0.00, 0.86, 1.81, 0.39, 0.90, 0.86, 0.88, 0.24, 0.72, 0.00, 0.06, 1.49, 1.11, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
23,  0,  0.000,  0.98,  1, 0.78, 0.22, 0.90, 0.00, 0.76, 1.32, 0.39, 1.02, 0.86, 0.92, 0.23, 1.00, 0.03, 0.06, 1.01, 1.02, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
24,  0,  0.000,  0.98,  1, 0.78, 0.22, 0.00, 0.00, 0.56, 0.52, 0.00, 0.97, 0.65, 0.39, 0.23, 1.00, 0.03, 0.06, 0.13, 0.80, 0.30, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
25,  0,  0.000,  0.02,  0, 0.36, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.04, 0.10, 0.28, 0.03, 0.00, 0.13, 0.65, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
26,  0,  0.000,  0.02,  0, 0.00, 0.03, 0.68, 0.39, 0.00, 0.66, 0.00, 0.00, 0.28, 0.41, 0.00, 0.00, 0.00, 0.45, 0.37, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
27,  0,  0.000,  0.88,  1, 0.56, 0.03, 0.68, 0.39, 0.00, 0.66, 0.00, 0.00, 0.28, 0.52, 0.15, 0.79, 0.00, 0.87, 0.37, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
28,  0,  0.000,  0.92,  1, 0.93, 0.07, 1.18, 0.61, 0.00, 0.95, 0.00, 0.30, 0.41, 0.52, 0.15, 0.79, 0.00, 0.87, 1.15, 0.00, 0.14, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
29,  0,  0.000,  0.98,  1, 1.38, 0.70, 0.50, 0.42, 0.00, 0.29, 0.00, 0.36, 0.33, 0.40, 0.15, 0.86, 0.00, 0.41, 1.02, 0.48, 0.41, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
30,  0,  0.000,  0.98,  1, 1.86, 0.78, 0.95, 0.44, 0.00, 0.55, 0.00, 0.42, 0.35, 0.60, 0.12, 0.50, 0.00, 0.00, 1.02, 0.48, 0.41, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
31,  0,  0.000,  0.98,  1, 1.50, 0.73, 0.71, 0.22, 0.00, 0.26, 0.00, 0.15, 0.23, 0.60, 0.12, 0.50, 0.00, 0.00, 0.33, 0.87, 0.27, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
32,  0,  0.000,  0.98,  1, 1.65, 0.07, 0.71, 0.14, 0.00, 0.26, 0.00, 0.08, 0.03, 0.31, 0.12, 0.48, 0.00, 0.34, 0.19, 0.39, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
33,  0,  0.000,  0.98,  1, 1.32, 0.26, 0.46, 0.13, 0.14, 0.00, 0.00, 0.52, 0.02, 0.00, 0.21, 0.35, 0.00, 0.34, 0.96, 0.83, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
34,  0,  0.000,  0.98,  1, 1.90, 0.99, 0.52, 0.70, 0.14, 0.00, 0.00, 0.49, 0.20, 0.23, 0.66, 1.41, 0.00, 1.38, 0.86, 1.96, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
35,  0,  0.000,  0.98,  1, 1.30, 0.99, 0.67, 0.57, 0.58, 0.60, 0.40, 1.06, 0.49, 0.85, 0.66, 1.35, 0.23, 1.04, 2.07, 2.43, 0.20, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
36,  0,  0.000,  0.98,  1, 0.58, 0.73, 1.02, 0.57, 0.86, 1.32, 0.77, 1.06, 0.47, 1.66, 0.45, 1.29, 0.23, 1.04, 1.84, 2.40, 0.20, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
37,  0,  0.000,  0.98,  1, 0.62, 0.42, 1.20, 0.00, 0.86, 1.75, 1.19, 1.06, 0.29, 1.43, 0.00, 0.43, 0.23, 0.25, 2.40, 1.69, 1.56, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
38,  0,  0.000,  0.88,  1, 1.65, 0.72, 2.10, 0.00, 0.63, 1.28, 0.79, 0.49, 0.08, 0.81, 0.00, 0.43, 0.16, 0.25, 1.65, 1.85, 1.92, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
39,  0,  0.000,  0.98,  1, 1.99, 1.17, 2.32, 0.00, 0.57, 1.51, 0.52, 0.90, 0.75, 0.85, 0.00, 0.25, 0.16, 0.25, 1.80, 1.45, 2.07, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
40,  0,  0.000,  0.75,  1, 1.88, 0.76, 1.83, 0.00, 0.57, 1.08, 0.19, 1.15, 0.75, 1.02, 0.00, 0.05, 0.26, 0.00, 2.48, 1.11, 0.92, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
41,  0,  0.000,  0.98,  1, 0.85, 0.46, 1.02, 0.00, 0.36, 0.94, 0.19, 1.15, 0.67, 1.53, 0.00, 0.18, 0.10, 0.72, 2.02, 1.37, 0.43, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
42,  0,  0.000,  0.78,  1, 1.48, 0.50, 0.25, 0.40, 0.00, 0.00, 0.10, 0.41, 0.00, 0.79, 0.00, 0.41, 0.10, 1.11, 1.46, 1.37, 0.27, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
43,  0,  0.000,  0.98,  1, 0.98, 0.49, 0.25, 0.40, 0.00, 0.00, 0.00, 0.17, 0.00, 0.63, 0.00, 0.41, 0.00, 1.11, 0.22, 0.89, 0.07, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
44,  0,  0.000,  0.02,  0, 0.98, 0.49, 0.00, 0.40, 0.00, 0.00, 0.00, 0.17, 0.00, 0.12, 0.00, 0.29, 0.00, 0.39, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
45,  0,  0.000,  0.00,  0, 0.13, 0.00, 0.00, 0.00, 0.20, 0.24, 0.00, 0.13, 0.00, 0.00, 1.19, 0.70, 0.26, 0.00, 0.00, 0.47, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
46,  0,  0.000,  0.98,  1, 0.13, 0.00, 0.00, 0.00, 0.20, 0.25, 0.00, 0.13, 0.03, 0.00, 1.19, 0.70, 0.26, 0.00, 0.63, 1.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
47,  0,  0.000,  0.98,  1, 0.50, 0.00, 0.00, 0.00, 0.20, 0.25, 0.00, 0.13, 0.03, 0.00, 1.20, 1.14, 0.26, 0.00, 0.63, 1.04, 0.44, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
48,  0,  0.000,  0.98,  1, 0.37, 0.00, 0.38, 0.00, 0.26, 0.63, 0.00, 0.00, 0.41, 0.53, 0.01, 1.11, 0.00, 0.37, 1.00, 1.26, 1.20, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
49,  0,  0.000,  0.92,  1, 0.37, 0.00, 0.38, 0.00, 0.26, 0.63, 0.00, 0.00, 0.38, 0.53, 0.01, 1.11, 0.00, 0.37, 0.77, 0.69, 1.20, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
50,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.61, 0.00, 0.26, 0.90, 0.00, 0.29, 0.58, 0.53, 0.00, 0.86, 0.00, 0.37, 0.95, 1.03, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
51,  0,  0.000,  0.98,  1, 0.28, 0.00, 0.71, 0.00, 0.00, 0.76, 0.00, 0.56, 0.30, 0.32, 0.00, 0.30, 0.00, 0.00, 1.94, 0.61, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
52,  0,  0.000,  0.85,  1, 0.28, 0.00, 1.70, 0.00, 0.94, 2.35, 1.17, 0.97, 0.54, 0.66, 0.00, 0.34, 0.00, 0.00, 1.90, 0.61, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
53,  0,  0.000,  0.98,  1, 0.28, 0.00, 1.47, 0.00, 0.94, 2.78, 1.61, 0.68, 0.34, 0.66, 0.00, 0.32, 0.00, 0.00, 1.73, 0.27, 0.37, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
54,  0,  0.000,  0.98,  1, 0.69, 0.00, 0.99, 0.00, 0.95, 2.36, 1.61, 0.42, 0.24, 0.60, 0.92, 1.03, 0.05, 0.00, 0.40, 0.52, 0.21, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
55,  0,  0.000,  0.98,  1, 1.08, 0.00, 0.21, 0.00, 0.01, 0.77, 0.44, 0.08, 0.21, 0.26, 0.94, 1.13, 0.05, 0.00, 0.51, 0.97, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
56,  0,  0.000,  0.98,  1, 1.08, 0.00, 0.74, 0.00, 0.67, 1.20, 0.83, 0.64, 0.21, 0.43, 1.17, 1.39, 0.52, 0.00, 0.51, 0.97, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
57,  0,  0.000,  0.98,  1, 0.80, 0.19, 0.74, 0.38, 0.77, 1.13, 0.83, 0.64, 0.21, 0.19, 0.25, 0.89, 0.47, 0.00, 0.64, 0.92, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
58,  0,  0.000,  0.98,  1, 0.75, 0.20, 0.62, 0.46, 0.77, 1.14, 0.85, 0.56, 0.00, 0.23, 0.37, 0.77, 0.47, 0.00, 0.54, 0.46, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
59,  0,  0.000,  0.88,  1, 0.75, 0.20, 0.09, 0.46, 0.11, 0.01, 0.43, 0.00, 0.00, 0.07, 0.39, 0.34, 0.00, 0.00, 0.54, 0.46, 0.25, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
60,  0,  0.000,  0.98,  1, 0.34, 0.00, 0.49, 0.76, 0.00, 0.48, 0.43, 0.00, 0.00, 0.12, 0.39, 0.02, 0.00, 0.00, 0.46, 0.17, 0.25, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
61,  0,  0.000,  0.98,  1, 0.40, 0.21, 0.55, 0.68, 0.00, 0.48, 0.40, 0.00, 0.00, 0.08, 0.25, 0.03, 0.00, 0.00, 0.47, 0.17, 0.74, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
62,  0,  0.000,  0.98,  1, 0.94, 0.65, 0.76, 1.44, 0.00, 0.48, 0.00, 0.00, 0.00, 0.21, 0.30, 0.56, 0.00, 0.00, 1.14, 0.44, 0.49, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
63,  0,  0.000,  0.98,  1, 1.09, 0.65, 0.52, 0.77, 0.33, 0.30, 0.00, 0.21, 0.21, 0.14, 0.40, 0.56, 0.38, 0.00, 2.07, 0.85, 0.49, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
64,  0,  0.000,  0.98,  1, 0.69, 0.45, 0.69, 0.77, 0.33, 0.30, 0.00, 0.62, 0.30, 0.15, 0.45, 1.00, 0.38, 0.00, 2.07, 1.13, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
65,  0,  0.000,  0.98,  1, 0.15, 0.00, 0.48, 0.07, 0.33, 0.66, 0.40, 0.62, 0.30, 0.07, 0.15, 0.89, 0.86, 0.70, 2.47, 1.67, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
66,  0,  0.000,  0.98,  1, 0.14, 0.00, 0.38, 0.07, 0.00, 0.50, 0.40, 0.42, 0.17, 0.41, 0.05, 0.89, 0.48, 0.70, 1.51, 1.41, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
67,  0,  0.000,  0.98,  1, 0.14, 0.00, 0.24, 0.07, 0.21, 0.50, 0.40, 0.12, 0.21, 0.75, 0.00, 1.07, 0.57, 1.18, 1.95, 2.38, 0.09, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
68,  0,  0.000,  0.88,  1, 0.14, 0.00, 0.80, 0.00, 1.01, 0.82, 0.37, 0.67, 0.85, 1.19, 0.00, 0.64, 0.32, 0.48, 1.65, 1.58, 0.79, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
69,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.75, 0.00, 1.01, 0.71, 0.41, 0.83, 0.78, 1.32, 0.00, 1.70, 0.32, 0.48, 1.86, 1.26, 0.79, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
70,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.91, 0.00, 1.31, 1.86, 0.47, 1.48, 0.64, 1.11, 0.06, 1.06, 0.22, 0.00, 2.06, 0.54, 1.28, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
