Frame,StartTime,EndTime,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU28,AU43
10,0.333333,0.366667,0.832431,0.212320,0.397081,-1.108360,0.437830,-0.527806,-1.757860,0.282654,1.001350,-0.404665,-0.508917,-0.719694,-3.937520,1.056700,-0.781529,-1.484390,1.624700,-0.097525,-1.605480,-0.708523
11,0.366667,0.400000,0.947422,0.150821,0.665717,-1.744840,0.625135,-0.519773,-1.152550,0.240688,1.371830,-0.373613,-0.752159,-0.678621,-4.377140,1.120700,-0.809895,-1.573150,1.841710,0.102421,-1.452550,0.518372
12,0.400000,0.433333,0.633813,-0.201664,0.660091,-1.910460,0.681690,-0.361090,-0.472268,0.233357,1.424670,-0.242059,-0.668029,-0.379053,-4.466730,1.190200,-1.057820,-1.357570,1.294150,0.088440,-1.083820,0.652098
13,0.433333,0.466667,0.654772,-0.197527,0.663317,-1.915050,0.695093,-0.346556,-0.475223,0.231537,1.404950,-0.250006,-0.671566,-0.380148,-4.433250,1.166960,-1.066280,-1.352450,1.279670,0.079692,-1.057600,0.654183
14,0.466667,0.500000,1.068710,0.128968,0.668619,-2.277900,0.076827,-0.441315,-0.931127,-0.162348,1.209750,-0.477121,-1.528710,-1.390120,-4.099780,1.196330,-2.208090,-1.965040,2.005920,0.813379,-1.709100,1.473660
15,0.500000,0.533333,0.831363,-0.189535,0.488002,-2.656980,0.040117,-0.321600,-0.616099,0.123042,1.008300,-0.772407,-1.916650,-1.638590,-4.220600,1.705550,-2.049270,-2.096140,2.123480,0.728052,-1.666830,2.418620
16,0.533333,0.566667,-1.793550,-2.112100,-0.201457,-0.173630,-1.097570,-1.039690,-1.400730,-1.739570,-2.043120,-0.128451,-1.524770,1.705140,0.867728,-3.098980,0.471891,0.645248,-3.723020,-0.987579,-1.904000,-1.752720
17,0.566667,0.600000,-1.865150,-2.463620,0.351205,-0.821581,-1.865730,-1.318170,-1.992780,-2.039880,-2.281740,-0.015187,-1.423380,1.832830,0.653573,-2.916950,0.549515,1.109490,-3.952580,-1.147760,-0.905824,-0.848873
18,0.600000,0.633333,0.906009,-0.095018,0.386634,-1.965570,0.347468,-0.213411,-0.428700,0.219306,1.199850,-0.666168,-1.862020,-1.496790,-4.724130,1.666840,-2.156400,-2.148870,2.246420,0.740882,-1.747050,1.753670
19,0.633333,0.666667,0.902245,-0.107837,0.392640,-1.959500,0.358020,-0.201847,-0.422668,0.222740,1.182960,-0.677449,-1.833860,-1.485480,-4.710390,1.666000,-2.138010,-2.142160,2.233320,0.723282,-1.757170,1.753130
20,0.666667,0.700000,-1.616750,-2.801470,1.226240,-0.548697,-1.839940,-1.283290,-1.320650,-1.705370,-2.638840,-0.057207,-1.270460,1.998440,0.641242,-2.593150,0.733867,1.100950,-3.815200,-1.276970,-0.498732,-0.268242
21,0.700000,0.733333,0.613016,-0.069336,0.384273,-1.184000,0.574414,0.135337,-0.738138,-0.323341,0.786271,-0.552107,-1.538910,-1.125450,-3.175820,1.631470,-1.219070,-1.284970,1.661650,0.405589,-1.438990,1.348850
22,0.733333,0.766667,0.460413,-0.103544,0.357851,-0.761355,0.721195,0.346448,-0.888397,-0.320701,0.694488,-0.567110,-1.306480,-1.094570,-2.797640,1.513710,-1.110650,-1.160610,1.447670,0.213341,-1.318540,0.821444
23,0.766667,0.800000,-1.906900,-2.457660,0.869976,-0.146575,-1.559140,-1.057560,-1.078930,-1.909270,-2.252000,0.315562,-0.873544,2.141190,1.009510,-2.556800,0.667183,1.455890,-3.553960,-0.890489,-0.533611,-0.223218
24,0.800000,0.833333,-1.893310,-2.361300,0.688530,-0.073438,-1.459330,-1.040070,-0.934801,-1.703080,-2.234480,0.239721,-0.647817,2.218720,1.180530,-2.542900,0.710791,1.415810,-3.521800,-0.821754,-0.782063,-0.528664
25,0.833333,0.866667,-2.054200,-2.737550,1.009120,-0.272266,-1.733240,-1.120460,-1.135270,-1.815720,-2.364710,0.255900,-1.001790,2.150820,1.002430,-2.553150,0.899790,1.464470,-3.623670,-1.075330,-0.268956,-0.247168
26,0.866667,0.900000,-1.976630,-2.674010,0.982936,-0.338873,-1.766750,-1.154700,-1.133360,-1.782230,-2.327700,0.282837,-1.023720,2.159880,0.985334,-2.567580,0.914176,1.460140,-3.636440,-1.099320,-0.175676,-0.161579
27,0.900000,0.933333,-1.342830,-1.060640,-0.326289,0.000718,-1.156420,-0.975186,-0.500855,-0.868347,-1.648280,0.232294,-1.217150,2.046660,0.717772,-2.867360,0.870535,0.774801,-3.132100,-1.004930,-0.920327,0.089875
28,0.933333,0.966667,-2.036960,-2.724520,1.005690,-0.318802,-1.515250,-1.114580,-1.052060,-1.454140,-2.108700,0.288875,-0.868074,2.196100,0.942934,-2.423000,0.849174,1.430830,-3.508160,-1.075060,-0.186846,-0.125310
29,0.966667,1.000000,0.038097,0.058589,-0.273194,0.596937,-1.207230,-0.144825,-2.296510,-1.370240,-0.022119,-0.826342,-2.683790,-1.903780,-3.727860,0.403727,-1.585230,-2.152390,1.811230,0.827894,-1.151840,-0.069355
30,1.000000,1.033330,0.369585,0.369914,-0.066795,0.733846,-1.278400,-0.138461,-2.577150,-1.392670,-0.410834,-1.203950,-2.312950,-1.871500,-3.235170,-0.180662,-1.809410,-2.361740,1.775000,1.143750,-1.489450,0.081712
31,1.033330,1.066670,0.378640,0.370900,-0.055282,0.731078,-1.260250,-0.129161,-2.564820,-1.376920,-0.387719,-1.195230,-2.278480,-1.865900,-3.248390,-0.179249,-1.823000,-2.354070,1.787560,1.151080,-1.505630,0.091855
32,1.066670,1.100000,0.439811,0.695771,-0.131121,1.263910,-1.608810,-0.378090,-3.087740,-1.438900,-1.177400,-2.147700,-2.229160,-2.185350,-3.800730,-0.550611,-1.286630,-2.519300,2.170910,1.573700,-2.472280,-0.027656
33,1.100000,1.133330,0.397374,0.650397,-0.496742,1.725120,-2.368320,-1.304380,-4.370040,-2.309920,-2.514120,-4.251660,-3.263460,-4.086180,-4.530510,-1.040250,-1.079550,-4.113640,4.786150,4.182570,-6.267590,-0.054968
34,1.133330,1.166670,1.052620,0.775758,-0.620462,1.828340,-3.118280,-1.975920,-4.690360,-2.740350,-2.994150,-4.293380,-3.011170,-4.599000,-4.099070,-0.781668,-1.111200,-4.597600,5.966570,5.591880,-7.445450,0.061811
35,1.166670,1.200000,1.361600,1.045870,-0.395110,1.759910,-3.254440,-1.963470,-4.372620,-2.762390,-2.972450,-4.333800,-3.044460,-4.642960,-3.765350,-0.763646,-1.500250,-4.610890,6.017630,5.545330,-7.637720,0.635341
36,1.200000,1.233330,1.722510,1.317400,-0.445360,1.626370,-3.416780,-1.968480,-4.374930,-2.893390,-2.873490,-4.063270,-2.677640,-4.466460,-3.444350,-0.753556,-1.531670,-4.193230,5.863870,5.540080,-7.070630,0.582088
37,1.233330,1.266670,1.719160,1.315590,-0.446836,1.626660,-3.417000,-1.967970,-4.374400,-2.894300,-2.873850,-4.063590,-2.679360,-4.466310,-3.445440,-0.754847,-1.531450,-4.192150,5.859490,5.535740,-7.070830,0.582025
38,1.266670,1.300000,1.249300,1.024980,-0.354475,1.058680,-3.013660,-1.762310,-4.055350,-2.350580,-2.218820,-3.518750,-2.121010,-3.290200,-3.236820,-1.389770,-0.960254,-3.095540,3.761870,4.018360,-5.808290,0.331200
39,1.300000,1.333330,-1.158900,-1.634130,0.045571,-1.103710,-1.221620,-0.932325,0.373865,-0.475252,-2.011250,-0.177547,-1.283890,1.668230,0.554047,-2.340060,0.365225,0.587989,-3.153450,-1.819970,-1.994340,-0.096334
40,1.333330,1.366670,0.514730,0.287106,-0.115970,0.316749,-1.579290,-0.860167,-2.836200,-1.936970,-0.524972,-0.525082,-1.160950,-0.515864,-0.451836,-1.941180,-0.622255,-0.587701,-0.670133,0.080628,-1.744450,-0.776231
41,1.366670,1.400000,0.349422,0.387501,-0.292350,-0.140038,-1.870780,-1.223470,-2.980270,-1.836340,-0.562727,-0.541892,-1.256490,-0.376940,-0.417055,-1.834620,-0.953825,-0.743233,-0.993434,-0.258305,-1.554320,-0.469403
42,1.400000,1.433330,0.396573,0.300851,-0.200792,0.014116,-1.737990,-1.243090,-2.578550,-1.714830,-0.546469,-0.249721,-1.145790,-0.353596,-0.489759,-1.857130,-0.610609,-0.438806,-1.191690,-0.381839,-1.084620,-0.606823
43,1.433330,1.466670,0.389304,0.306437,-0.198282,0.007897,-1.748800,-1.246620,-2.586180,-1.721100,-0.551585,-0.264704,-1.167520,-0.365616,-0.486978,-1.856040,-0.623373,-0.453744,-1.191300,-0.387902,-1.081180,-0.594329
44,1.466670,1.500000,0.269901,0.262704,-0.218471,-0.045644,-1.696780,-1.294350,-2.789470,-1.729490,-0.490837,-0.138705,-1.315530,-0.176926,-0.184056,-1.738190,-0.812776,-0.523399,-0.902232,-0.167453,-1.115570,-0.417152
45,1.500000,1.533330,0.177925,0.056190,-0.206032,-0.429397,-1.671060,-1.374810,-2.374990,-1.522260,-0.591922,-0.027518,-0.894965,0.263884,0.333301,-1.671020,-0.421815,-0.043462,-1.477450,-0.706741,-0.591760,-0.511868
46,1.533330,1.566670,0.182829,0.085212,-0.261341,-0.380214,-1.620190,-1.465690,-2.494850,-1.463180,-0.381645,0.207217,-0.923549,0.296267,0.220150,-1.568720,-0.431976,0.024394,-1.557560,-0.741685,-0.500566,-0.444983
47,1.566670,1.600000,0.320422,0.151242,-0.204880,-1.169520,-1.749510,-1.702980,-2.997270,-1.648970,-0.430156,0.343361,-1.002540,0.156580,-0.214293,-1.256760,-0.420665,-0.088317,-1.038340,-0.188701,-0.128881,-0.219228
48,1.600000,1.633330,0.457302,0.156061,-0.336714,-1.929490,-1.242680,-1.127900,-2.144880,-1.636050,-0.147483,0.251917,-0.717800,0.150352,-0.276216,-1.375790,-0.296224,0.004073,-1.309810,-0.405586,-0.576070,0.212072
49,1.633330,1.666670,0.456114,0.154637,-0.335990,-1.929720,-1.241090,-1.127810,-2.143810,-1.635520,-0.147271,0.251474,-0.717228,0.150806,-0.277962,-1.376130,-0.298824,0.003029,-1.313920,-0.409116,-0.577294,0.212081
50,1.666670,1.700000,0.518562,0.271726,-0.480002,-1.815890,-1.417140,-1.353570,-2.681080,-1.446280,-0.289226,0.165008,-0.842416,0.175292,-0.027215,-1.229090,-0.715646,-0.251199,-0.888885,-0.164977,-0.983776,0.228999
51,1.700000,1.733330,0.793817,0.545773,-0.535432,-1.864850,-1.792020,-1.569090,-3.011820,-1.538870,-0.338284,-0.195447,-1.185400,-0.371021,-0.352018,-1.368680,-0.768477,-0.491891,-0.294713,0.331237,-1.521480,0.533710
52,1.733330,1.766670,0.740328,0.629464,-0.519368,-1.969550,-2.313340,-1.845170,-3.372340,-1.697960,-0.612188,-0.808526,-2.018370,-1.415410,-1.598420,-0.855978,-0.882166,-1.211010,0.726715,1.154420,-1.333320,0.933327
53,1.766670,1.800000,0.936649,0.745119,-0.451883,-2.143370,-2.226330,-1.775530,-3.087170,-1.542320,-0.438619,-0.655820,-1.880720,-1.230370,-1.236230,-0.999608,-1.004840,-0.993403,0.613717,1.046850,-1.307690,1.294810
54,1.800000,1.833330,0.700152,0.430830,-0.481942,-2.374410,-1.998030,-1.628940,-2.289180,-1.382840,-0.119174,-0.335946,-1.347700,-0.727005,-0.535392,-1.167410,-0.823143,-0.483273,-0.023280,0.516849,-1.037890,1.747920
55,1.833330,1.866670,0.840979,0.583616,-0.478031,-2.205260,-2.070810,-1.647900,-2.901500,-1.464170,-0.271771,-0.390988,-1.540610,-0.706015,-0.875150,-0.838004,-1.044850,-0.749172,0.024543,0.482416,-0.912459,1.476950
56,1.866670,1.900000,0.387438,0.208947,-0.468872,-2.433200,-1.987570,-1.542510,-2.981750,-1.475450,-0.528689,-0.354361,-1.496270,-0.422972,-0.345012,-0.903637,-1.150310,-0.798478,-0.457007,0.098777,-1.260150,1.442040
57,1.900000,1.933330,0.194351,0.050113,-0.528360,-2.022280,-1.575760,-1.415270,-2.960360,-1.515510,-0.466221,-0.022359,-1.145010,-0.133540,0.089163,-1.126940,-0.522448,-0.367573,-0.958447,-0.434615,-1.487440,0.185232
58,1.933330,1.966670,0.332753,-0.078213,-0.091966,-1.849100,-1.109350,-0.970128,-2.609420,-1.329050,-0.290487,0.085616,-0.903065,-0.246950,0.415729,-1.200810,-0.389141,-0.122344,-0.950718,-0.466639,-1.316780,-0.248928
59,1.966670,2.000000,-0.021176,-0.194230,-0.192503,-1.603730,-0.710751,-0.470665,-2.428120,-1.126510,-0.151075,0.041236,-0.581853,-0.148102,0.455452,-1.072930,-0.281620,-0.049935,-0.842183,-0.392074,-1.114650,-0.527100
60,2.000000,2.033330,0.061786,-0.081292,-0.074794,-1.542220,-0.681733,-0.417181,-2.321580,-1.118910,-0.385161,-0.309224,-0.773735,-0.159401,-0.134016,-0.879787,-0.673115,-0.428185,-0.549832,-0.006846,-1.248990,-0.220265
61,2.033330,2.066670,0.060101,-0.081958,-0.075446,-1.543690,-0.680408,-0.416203,-2.316940,-1.117410,-0.384262,-0.310539,-0.775030,-0.161553,-0.136759,-0.878937,-0.672736,-0.430194,-0.547449,-0.006346,-1.249340,-0.217793
62,2.066670,2.100000,0.243566,0.026850,0.075178,-1.459720,-0.445659,-0.416200,-2.107760,-0.813960,-0.189237,-0.236312,-0.830730,-0.344142,-0.787373,-0.588362,-0.943073,-0.642490,-0.179692,0.046373,-0.808378,-0.455592
63,2.100000,2.133330,0.213293,0.022611,0.092981,-1.510410,-0.428767,-0.417339,-1.962410,-0.710750,-0.074577,-0.223175,-0.851650,-0.542933,-1.390620,-0.346220,-1.026440,-0.800505,0.018982,0.075781,-0.626796,-0.454149
64,2.133330,2.166670,0.330182,0.065956,0.168256,-1.451930,-0.430350,-0.422308,-2.022510,-0.719877,-0.069627,-0.211982,-0.794912,-0.567104,-1.518700,-0.294245,-1.067550,-0.831971,0.116225,0.115607,-0.547224,-0.561683
65,2.166670,2.200000,0.412127,0.136211,0.150581,-1.299390,-0.494162,-0.441932,-2.067320,-0.760078,-0.020785,-0.258582,-0.737665,-0.535753,-1.895710,-0.157332,-1.033670,-0.796734,0.404540,0.284655,-0.483200,-0.724905
66,2.200000,2.233330,0.392802,0.109339,0.123147,-1.238090,-0.568186,-0.476271,-2.272660,-0.817737,-0.004746,-0.225945,-0.746566,-0.585264,-1.993190,-0.090800,-1.034030,-0.796575,0.451115,0.313479,-0.425165,-0.785813
67,2.233330,2.266670,0.421936,0.128805,0.149880,-1.232480,-0.575054,-0.489020,-2.276560,-0.828586,-0.004140,-0.221896,-0.772763,-0.614679,-2.025680,-0.100389,-1.066240,-0.830449,0.472559,0.329961,-0.448430,-0.771659
68,2.266670,2.300000,0.254978,0.064194,0.056050,-1.276470,-0.578355,-0.460982,-2.205220,-0.804826,0.056060,-0.189189,-0.752509,-0.615410,-2.269730,-0.050841,-1.016260,-0.817955,0.586975,0.407492,-0.430682,-0.817166
69,2.300000,2.333330,0.496463,0.120982,0.184507,-1.249020,-0.608911,-0.515058,-2.254400,-0.805583,0.087007,-0.075972,-0.756734,-0.506905,-2.296450,0.000810,-0.968889,-0.705777,0.476820,0.260753,-0.306163,-0.972730
70,2.333330,2.366670,0.411355,0.045088,0.183722,-1.426490,-0.553232,-0.469047,-2.314060,-0.960492,0.231256,-0.050678,-0.787174,-0.568228,-2.239130,-0.204459,-1.113700,-0.734476,0.365083,0.320420,-0.285666,-0.970063
71,2.366670,2.400000,0.047017,-0.156420,-0.025945,-1.617030,-0.701327,-0.533031,-2.443680,-1.085180,0.289554,-0.040092,-0.933371,-0.573833,-2.298830,-0.146529,-1.094800,-0.601060,0.175517,0.208714,-0.202867,-0.877777
72,2.400000,2.433330,-0.024945,-0.212040,-0.044738,-1.630540,-0.554576,-0.482545,-2.417430,-1.107490,0.442203,0.122769,-0.878854,-0.518112,-2.244840,-0.157723,-1.003410,-0.426662,-0.126297,0.057206,-0.077119,-1.117460
73,2.433330,2.466670,-0.023318,-0.214096,-0.046540,-1.631770,-0.563607,-0.490286,-2.418830,-1.108140,0.438973,0.131879,-0.874139,-0.507867,-2.232060,-0.159060,-0.992363,-0.415577,-0.141595,0.049796,-0.069113,-1.122420
74,2.466670,2.500000,0.041658,-0.239191,0.024254,-1.567850,-0.536448,-0.556777,-2.252710,-1.103210,0.512510,0.292381,-0.905065,-0.490153,-2.211270,-0.059465,-0.931353,-0.370191,-0.184009,-0.043266,-0.041933,-1.155810
75,2.500000,2.533330,-0.071505,-0.308791,-0.075267,-1.404330,-0.566416,-0.573292,-2.259280,-1.002920,0.408697,0.282446,-0.891712,-0.338077,-2.270190,0.027090,-0.717180,-0.330494,-0.356682,-0.307484,-0.069576,-1.287360
76,2.533330,2.566670,-0.109406,-0.346573,-0.077851,-1.250120,-0.624275,-0.620966,-2.346730,-0.979827,0.344696,0.291775,-0.994643,-0.333428,-2.206980,0.129068,-0.615283,-0.327597,-0.428355,-0.432810,-0.027995,-1.281300
77,2.566670,2.600000,-0.143315,-0.408747,-0.088206,-1.186970,-0.551506,-0.592953,-2.533560,-0.912213,0.338747,0.281618,-1.023320,-0.449056,-2.287370,0.128015,-0.622155,-0.337680,-0.382195,-0.539507,-0.145198,-1.458860
78,2.600000,2.633330,-0.139372,-0.397899,-0.134061,-1.139620,-0.701751,-0.668360,-2.813860,-0.942738,0.215220,0.241218,-1.115310,-0.541711,-2.189910,0.101452,-0.690999,-0.379255,-0.383997,-0.525397,-0.162726,-1.633440
79,2.633330,2.666670,-0.139445,-0.394139,-0.135519,-1.139420,-0.704361,-0.666178,-2.813320,-0.937052,0.211929,0.237774,-1.108410,-0.545897,-2.193110,0.105558,-0.693178,-0.379417,-0.378642,-0.522296,-0.158718,-1.618580
80,2.666670,2.700000,-0.307928,-0.481240,-0.253610,-1.179140,-0.717461,-0.600245,-2.868470,-1.041330,0.115352,0.070833,-1.324980,-0.555255,-1.944180,-0.142900,-0.739078,-0.437236,-0.489938,-0.537058,-0.356955,-1.434740
81,2.700000,2.733330,-0.412990,-0.505495,-0.335688,-1.210100,-0.773768,-0.571640,-3.047420,-1.194650,-0.021463,-0.012386,-1.352290,-0.597770,-1.682670,-0.349067,-0.772583,-0.472028,-0.579174,-0.403380,-0.473138,-1.492250
82,2.733330,2.766670,-0.346997,-0.492221,-0.330289,-1.176110,-0.895005,-0.545611,-3.423620,-1.382010,-0.133867,-0.117407,-1.442170,-0.712285,-1.386660,-0.429853,-0.855527,-0.556906,-0.687752,-0.562424,-0.757643,-1.698960
83,2.766670,2.800000,-0.415503,-0.636039,-0.351655,-1.174140,-1.094390,-0.579322,-3.647150,-1.562390,-0.236298,0.211871,-1.026100,-0.295608,-1.030070,-0.530210,-0.356259,0.113269,-1.383860,-0.739019,-0.279595,-2.012160
84,2.800000,2.833330,-0.607183,-0.837827,-0.470969,-1.304080,-1.042390,-0.636488,-3.599320,-1.524670,-0.103348,0.405574,-0.596256,0.151235,-0.525004,-0.521472,0.065063,0.570472,-1.743150,-0.857272,0.141830,-1.905940
85,2.833330,2.866670,-0.660706,-0.868312,-0.523583,-1.357470,-1.081340,-0.683320,-3.637600,-1.548380,-0.103413,0.445707,-0.615625,0.167585,-0.465166,-0.516721,0.120163,0.618650,-1.800490,-0.883631,0.185167,-1.837100
86,2.866670,2.900000,-0.657290,-0.822896,-0.432185,-1.291980,-1.006900,-0.656091,-3.665410,-1.206380,-0.066019,0.296173,-0.262530,0.190611,-0.722161,-0.337994,-0.046187,0.495568,-1.714370,-0.950660,-0.242131,-1.985940
87,2.900000,2.933330,-0.325992,-0.666594,-0.184861,-1.169790,-0.634645,-0.438255,-3.376470,-1.078820,0.265742,0.520534,-0.441646,0.093607,-0.967630,-0.092987,0.024803,0.506836,-1.322010,-0.645363,0.415333,-1.905450
88,2.933330,2.966670,-0.231680,-0.498139,-0.224111,-1.194980,-0.485597,-0.478400,-3.101390,-0.616461,0.395055,-0.038123,-0.603477,-0.592918,-1.921390,0.395681,-0.642991,-0.439942,-0.117497,-0.291710,-0.296540,-1.783120
89,2.966670,3.000000,-0.205705,-0.495785,-0.201287,-1.313770,-0.341985,-0.470760,-2.855360,-0.565851,0.545199,-0.058071,-0.541024,-0.601442,-2.178850,0.381023,-0.682992,-0.598448,0.082905,-0.172216,-0.530619,-1.664970
90,3.000000,3.033330,-0.384224,-0.654314,-0.100613,-1.114930,-0.401895,-0.344684,-3.449580,-0.664034,0.411415,0.136584,-0.596841,-0.624737,-1.650140,0.653625,-0.381486,-0.118175,-0.403244,-0.599570,-0.194221,-1.845610
91,3.033330,3.066670,-0.392796,-0.658299,-0.104568,-1.108870,-0.411741,-0.349470,-3.458780,-0.678376,0.401226,0.133964,-0.597263,-0.620712,-1.626110,0.656241,-0.378267,-0.124273,-0.405842,-0.599872,-0.202729,-1.821790
92,3.066670,3.100000,-0.273989,-0.660582,0.002042,-1.031580,-0.413192,-0.420157,-3.337330,-0.857050,0.473276,0.433710,-0.338121,-0.328009,-1.031440,0.199677,-0.362726,0.169542,-1.019450,-0.959794,-0.535334,-2.066640
93,3.100000,3.133330,-0.502180,-0.712588,-0.117310,-0.878363,-0.400332,-0.426879,-3.368390,-0.734245,0.495123,0.185090,-0.627754,-0.629729,-1.535790,0.539993,-0.519028,-0.137581,-0.668567,-0.836632,-0.543174,-2.106770
94,3.133330,3.166670,-0.337325,-0.571976,-0.045342,-0.791909,-0.160052,-0.381723,-3.032960,-0.200896,0.514001,-0.142350,-0.519573,-0.668351,-2.417450,1.027350,-0.748150,-0.594379,0.122321,-0.626333,-0.895272,-2.037270
95,3.166670,3.200000,-0.310023,-0.580883,-0.031862,-0.758613,-0.110772,-0.336176,-2.797630,-0.101125,0.501356,-0.207047,-0.517794,-0.660096,-2.570420,1.074970,-0.630042,-0.651860,0.343649,-0.604176,-0.980925,-2.075820
96,3.200000,3.233330,-0.147314,-0.494277,0.044824,-0.887599,-0.080050,-0.454912,-2.741400,-0.008281,0.505233,-0.225333,-0.490042,-0.704110,-2.598400,0.895343,-0.712734,-0.738579,0.387083,-0.519871,-1.017920,-2.036730
97,3.233330,3.266670,-0.140333,-0.487019,0.036664,-0.880226,-0.065069,-0.438983,-2.739110,-0.014270,0.509545,-0.212861,-0.494441,-0.703780,-2.568410,0.883000,-0.716668,-0.737034,0.388145,-0.518028,-1.011080,-2.034290
98,3.266670,3.300000,-0.488974,-0.600938,-0.216125,-0.992137,-0.003808,-0.455051,-2.666360,-0.020208,0.637296,-0.224020,-0.654335,-0.770710,-2.657460,0.686569,-0.744163,-0.788128,0.396588,-0.444900,-1.101560,-1.830910
99,3.300000,3.333330,-0.286817,-0.539133,-0.045166,-0.931607,0.008290,-0.528021,-2.798860,0.101134,0.645100,-0.261707,-0.767123,-1.093950,-2.685290,0.647376,-0.648175,-0.967479,0.599257,-0.490949,-1.297410,-1.966230
100,3.333330,3.366670,-0.193013,-0.466697,-0.122512,-1.214290,-0.140574,-0.668230,-2.770370,-0.280013,0.640436,-0.060673,-0.730701,-0.587434,-2.848750,0.540678,-0.859159,-0.676977,0.350114,-0.196070,-0.726648,-1.767730
101,3.366670,3.400000,-0.047330,-0.373272,-0.049120,-1.229910,-0.109754,-0.591023,-2.700600,-0.348418,0.637102,-0.095137,-0.707041,-0.561315,-2.923210,0.502682,-1.007180,-0.736874,0.554611,-0.002634,-0.689036,-1.647880
102,3.400000,3.433330,-0.266071,-0.444155,-0.243271,-1.205830,-0.031938,-0.509744,-2.713910,-0.365999,0.742234,-0.188809,-0.719590,-0.650323,-3.092480,0.454794,-1.002580,-0.874914,0.731321,0.069441,-0.895600,-1.661870
103,3.433330,3.466670,-0.268716,-0.443024,-0.248074,-1.212330,-0.031804,-0.510455,-2.723140,-0.361850,0.743427,-0.193180,-0.716879,-0.650463,-3.088720,0.455922,-1.007410,-0.876945,0.734529,0.069872,-0.908111,-1.664490
104,3.466670,3.500000,-0.029051,-0.306796,-0.136442,-1.179350,-0.107375,-0.546529,-2.729480,-0.434714,0.712161,-0.144627,-0.774479,-0.647740,-3.078120,0.454356,-1.087650,-0.907874,0.774015,0.128568,-0.871360,-1.595980
105,3.500000,3.533330,-0.181629,-0.439754,-0.214363,-1.090940,-0.124612,-0.575993,-2.876010,-0.371151,0.690470,-0.155354,-0.855365,-0.807144,-2.852690,0.403974,-0.930402,-0.891901,0.702278,-0.001511,-1.004930,-1.595640
106,3.533330,3.566670,-0.092895,-0.374932,-0.136066,-1.137480,-0.165248,-0.578355,-2.817110,-0.426184,0.658487,-0.204934,-0.804150,-0.687782,-2.748350,0.396562,-0.971414,-0.906052,0.749512,0.064633,-0.987020,-1.490690
107,3.566670,3.600000,-1.532110,-1.557860,-0.312095,-0.228957,-1.228800,-0.774735,-1.473830,-1.117660,-1.070610,0.464856,-1.221750,1.365350,0.279177,-2.278230,0.424133,0.713238,-3.398910,-1.563010,-0.945540,0.458374
