Frame,StartTime,EndTime,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU28,AU43
17,0.566667,0.600000,0.580778,0.832881,-0.896384,-0.625999,-0.015654,0.021477,-1.660910,0.493263,0.563579,-1.144280,-0.435882,-0.944201,-1.781480,-0.036554,-1.190920,-1.002790,1.520100,1.462880,-1.368650,0.789463
18,0.600000,0.633333,1.022610,0.916778,-0.831387,-0.740295,0.124857,0.174489,-2.539740,-0.004029,0.562913,-0.914226,-0.672224,-1.242700,-3.171420,-0.064205,-0.950011,-1.993050,2.413130,1.656330,-2.471270,-0.629884
19,0.633333,0.666667,1.303330,1.058180,-0.841128,-0.930377,0.427729,0.451778,-3.031240,-0.018689,0.814530,-1.044890,-0.792596,-1.280040,-3.165620,0.068199,-1.095180,-1.749980,2.531600,1.445580,-2.913700,-1.383940
20,0.666667,0.700000,1.205830,1.015960,-0.798884,-1.091240,0.485117,0.481283,-2.891710,-0.046688,0.852953,-1.207390,-0.945205,-1.480320,-3.607200,-0.162683,-1.215720,-2.102270,2.771010,1.684090,-3.220340,-1.160150
21,0.700000,0.733333,1.256490,1.059390,-0.768048,-1.090520,0.502822,0.550710,-2.930060,-0.109750,0.847000,-1.215290,-0.899078,-1.470680,-3.630970,-0.174633,-1.155470,-2.157640,2.805000,1.675700,-3.351090,-1.230270
22,0.733333,0.766667,1.050700,0.926641,-0.743483,-1.099780,0.228478,0.382425,-2.790780,0.016000,0.754907,-1.239610,-0.789606,-1.511010,-3.590210,-0.287104,-1.159720,-2.108540,2.833200,1.881880,-3.019540,-0.892855
23,0.766667,0.800000,1.380390,1.172440,-0.752863,-1.075210,0.392527,0.508867,-3.155790,0.073556,0.834793,-1.397930,-0.808803,-1.591200,-4.032030,-0.243939,-1.349240,-2.252240,3.059030,1.872470,-3.407950,-1.324780
24,0.800000,0.833333,1.235020,1.057980,-0.695053,-1.081170,0.437597,0.499402,-2.923520,-0.067724,0.797026,-1.252430,-0.807972,-1.495980,-3.559470,-0.155873,-1.132600,-2.120710,2.933730,1.799910,-3.157940,-1.103330
25,0.833333,0.866667,1.061690,0.934498,-0.685679,-1.129260,0.205745,0.372003,-2.802090,0.005119,0.742608,-1.206690,-0.720142,-1.493880,-3.411670,-0.218065,-1.113140,-1.991740,2.820960,1.841590,-2.893260,-0.804941
26,0.866667,0.900000,1.158240,1.110580,-0.757644,-1.104490,0.275048,0.361725,-2.718510,-0.041175,0.748172,-1.192720,-0.695207,-1.611740,-3.314640,-0.386080,-1.016200,-2.163570,2.854720,1.897420,-3.130290,-0.835499
27,0.900000,0.933333,1.190340,1.035170,-0.689718,-1.170810,0.316652,0.449757,-2.930340,0.018874,0.770831,-1.267450,-0.711629,-1.512730,-3.501080,-0.248909,-1.160150,-2.051770,2.911990,1.869150,-3.073550,-1.024300
28,0.933333,0.966667,1.219940,1.050780,-0.687233,-1.173460,0.313770,0.450988,-2.960050,0.027217,0.769581,-1.281410,-0.711976,-1.523390,-3.528370,-0.257550,-1.171940,-2.065860,2.924960,1.878070,-3.082400,-1.019260
29,0.966667,1.000000,1.293250,1.138790,-0.694959,-1.176920,0.431747,0.459800,-3.016260,-0.042412,0.858199,-1.297940,-0.725729,-1.588450,-3.887670,-0.324799,-1.199880,-2.302730,3.103540,1.928520,-3.427240,-1.108570
30,1.000000,1.033330,1.335800,1.153150,-0.671658,-1.091550,0.349065,0.433977,-3.020330,0.016118,0.809716,-1.336690,-0.752279,-1.581400,-3.770320,-0.276013,-1.230740,-2.220130,3.081690,1.932860,-3.229290,-1.135550
31,1.033330,1.066670,1.291810,1.136310,-0.696154,-1.127120,0.397612,0.460800,-2.956390,-0.045573,0.812635,-1.269590,-0.710686,-1.539370,-3.646330,-0.283710,-1.140140,-2.179620,3.013160,1.871210,-3.282280,-1.125160
32,1.066670,1.100000,1.507180,1.268610,-0.669707,-1.070830,0.527971,0.529346,-3.042900,-0.133393,0.906961,-1.331900,-0.833494,-1.671800,-3.944340,-0.313888,-1.220580,-2.385690,3.143020,1.838820,-3.664150,-1.088910
33,1.100000,1.133330,1.346260,1.162840,-0.700848,-1.140660,0.392879,0.476096,-3.072730,-0.001647,0.815122,-1.328910,-0.710873,-1.538890,-3.761760,-0.310962,-1.224490,-2.188360,3.018930,1.892710,-3.265240,-1.166120
34,1.133330,1.166670,1.300190,1.065690,-0.725541,-1.186440,0.381977,0.540262,-3.013530,0.111665,0.782515,-1.324900,-0.727806,-1.473370,-3.808270,-0.388819,-1.273180,-2.113230,2.859410,1.820970,-3.121150,-1.185560
35,1.166670,1.200000,1.067250,0.990512,-0.715864,-1.187990,0.288134,0.423830,-2.758800,-0.046737,0.760094,-1.212300,-0.715169,-1.463030,-3.537120,-0.287205,-1.084290,-2.091360,2.900660,1.899560,-3.009860,-0.997167
36,1.200000,1.233330,1.074350,0.998149,-0.690918,-1.204540,0.223692,0.382211,-2.695300,-0.040567,0.739623,-1.172710,-0.689891,-1.437770,-3.294220,-0.349976,-1.057530,-2.017560,2.831270,1.891640,-2.938770,-0.820382
37,1.233330,1.266670,1.516460,1.275920,-0.677948,-1.066990,0.370635,0.439006,-3.239080,0.024429,0.846995,-1.373350,-0.761989,-1.585080,-3.912680,-0.330692,-1.334870,-2.274280,3.102570,1.896710,-3.355780,-1.287680
38,1.266670,1.300000,1.288360,1.134110,-0.718831,-1.159180,0.302959,0.400019,-3.054200,-0.006110,0.789031,-1.308320,-0.749936,-1.554100,-3.777570,-0.331919,-1.258920,-2.261240,3.106470,2.014140,-3.221030,-1.100080
39,1.300000,1.333330,1.404360,1.282290,-0.776559,-1.085640,0.346204,0.388990,-3.077730,-0.091370,0.819795,-1.321400,-0.745769,-1.624200,-3.694720,-0.417053,-1.205290,-2.372810,3.165480,2.004390,-3.481610,-1.209020
40,1.333330,1.366670,1.283850,1.097310,-0.677676,-1.140190,0.314227,0.446081,-2.977230,0.020129,0.774683,-1.303630,-0.753205,-1.530800,-3.669950,-0.337645,-1.258620,-2.134390,3.026300,1.955070,-3.076260,-1.076130
41,1.366670,1.400000,1.102370,0.991989,-0.727743,-1.214210,0.382363,0.465582,-2.776110,-0.073270,0.817823,-1.209370,-0.734531,-1.502080,-3.505080,-0.342387,-1.074850,-2.135160,2.948530,1.905590,-3.130710,-0.855034
42,1.400000,1.433330,1.119060,1.046420,-0.705174,-1.162760,0.269099,0.398451,-2.778240,-0.024699,0.765824,-1.280880,-0.728694,-1.573430,-3.646530,-0.391682,-1.174720,-2.243080,3.064050,2.040160,-3.122660,-0.869838
43,1.433330,1.466670,1.206670,1.095350,-0.688245,-1.079680,0.216293,0.366938,-2.892520,0.010079,0.779793,-1.301360,-0.745256,-1.536080,-3.772120,-0.309550,-1.290840,-2.181630,3.090820,2.073410,-2.950440,-0.922931
44,1.466670,1.500000,1.528410,1.310380,-0.715536,-1.091580,0.420084,0.455299,-3.255310,-0.037581,0.894478,-1.369920,-0.725512,-1.620910,-4.081750,-0.414352,-1.343340,-2.433460,3.274090,2.016080,-3.573680,-1.243980
45,1.500000,1.533330,1.138710,1.024430,-0.677555,-1.136550,0.293205,0.429551,-2.753360,-0.002269,0.790307,-1.179310,-0.634659,-1.481670,-3.400980,-0.356526,-1.164640,-1.997160,2.856990,1.940980,-2.892030,-0.730591
46,1.533330,1.566670,1.161340,1.050660,-0.667016,-1.127600,0.244229,0.379911,-2.766790,-0.018962,0.742410,-1.207320,-0.658472,-1.541210,-3.369790,-0.392763,-1.146310,-2.085920,2.925360,1.978410,-2.976220,-0.723394
47,1.566670,1.600000,1.144610,1.057850,-0.676736,-1.121950,0.229921,0.376173,-2.731220,-0.036915,0.733332,-1.219290,-0.640545,-1.549030,-3.348880,-0.429721,-1.092540,-2.120990,2.909100,1.964220,-2.999120,-0.624854
48,1.600000,1.633330,1.249830,1.065020,-0.675475,-1.155890,0.352534,0.436808,-2.828930,-0.040074,0.779470,-1.150580,-0.692170,-1.406570,-3.180880,-0.357219,-1.108430,-1.928140,2.742810,1.773460,-2.958230,-1.037250
49,1.633330,1.666670,1.375440,1.218510,-0.775401,-1.105370,0.481711,0.509762,-2.950110,-0.085466,0.863259,-1.214230,-0.714902,-1.538760,-3.565930,-0.452499,-1.179350,-2.315100,2.940370,1.852130,-3.520260,-1.141810
50,1.666670,1.700000,1.392110,1.255270,-0.757363,-1.072820,0.359852,0.391637,-3.120300,-0.023172,0.834774,-1.266270,-0.668851,-1.579730,-3.614620,-0.475342,-1.214870,-2.324660,3.089830,1.949700,-3.463600,-1.187070
51,1.700000,1.733330,1.185070,1.026250,-0.682015,-1.175370,0.319272,0.415727,-2.871270,-0.055082,0.742547,-1.143370,-0.693189,-1.445710,-3.228790,-0.310080,-1.055230,-1.956650,2.785320,1.801300,-2.958660,-0.995963
52,1.733330,1.766670,1.227000,1.047430,-0.592298,-1.108870,0.237668,0.401734,-2.909720,0.094554,0.744430,-1.263190,-0.729409,-1.530060,-3.457880,-0.290010,-1.220340,-1.986460,2.918190,1.944020,-2.805500,-0.886712
53,1.766670,1.800000,1.187420,1.123730,-0.735577,-1.048140,0.216824,0.294660,-2.922550,0.003906,0.698871,-1.196790,-0.679576,-1.603100,-3.116130,-0.447319,-1.077520,-2.125800,2.864550,1.987480,-3.025530,-0.784789
54,1.800000,1.833330,1.425290,1.174640,-0.609124,-1.074170,0.347519,0.463385,-3.137430,0.048105,0.786683,-1.294130,-0.740052,-1.535380,-3.569420,-0.372814,-1.275570,-2.044900,2.916810,1.854180,-3.072720,-1.128190
55,1.833330,1.866670,1.297220,1.140310,-0.684051,-1.137240,0.419371,0.482204,-2.953140,-0.053479,0.811145,-1.177370,-0.698393,-1.492570,-3.268740,-0.323699,-1.084220,-2.007910,2.802640,1.761280,-3.118600,-1.103620
56,1.866670,1.900000,1.204810,1.061290,-0.699808,-1.177240,0.443694,0.501541,-2.833170,-0.077044,0.827080,-1.146160,-0.718648,-1.477120,-3.337300,-0.346006,-1.042130,-2.019960,2.808220,1.781420,-3.139820,-0.984263
57,1.900000,1.933330,1.274580,1.109700,-0.693613,-1.174210,0.306037,0.425483,-3.117960,-0.012574,0.800339,-1.299350,-0.723859,-1.534950,-3.671760,-0.420144,-1.244930,-2.232920,3.019090,1.993530,-3.177940,-1.026130
58,1.933330,1.966670,1.527160,1.300890,-0.687768,-1.077100,0.405741,0.474707,-3.224050,-0.127713,0.830211,-1.323540,-0.706847,-1.625180,-3.760530,-0.472365,-1.247850,-2.453720,3.143960,1.960210,-3.728980,-1.145540
59,1.966670,2.000000,1.210500,1.026480,-0.648657,-1.198140,0.341569,0.472127,-2.917420,-0.030997,0.768855,-1.172860,-0.625517,-1.415120,-3.128810,-0.369268,-1.078210,-1.914220,2.772700,1.826610,-2.942310,-1.051690
60,2.000000,2.033330,1.129590,1.012640,-0.691095,-1.179400,0.310833,0.445449,-2.724800,-0.081847,0.753252,-1.044280,-0.608273,-1.361590,-2.698000,-0.397061,-0.914608,-1.728750,2.451690,1.617850,-2.755630,-0.813571
61,2.033330,2.066670,1.348170,1.123210,-0.609269,-1.082200,0.301257,0.439531,-3.076940,0.036374,0.760203,-1.277500,-0.742636,-1.536010,-3.370460,-0.421400,-1.313860,-2.011560,2.887950,1.923890,-3.004040,-1.042520
62,2.066670,2.100000,1.295490,1.133890,-0.684044,-1.144950,0.367249,0.461408,-2.973920,-0.029020,0.807263,-1.129670,-0.677735,-1.424580,-2.945870,-0.360924,-1.037420,-1.847360,2.655220,1.671990,-3.032630,-1.058700
63,2.100000,2.133330,1.402730,1.251740,-0.634969,-1.059520,0.231099,0.331399,-3.075620,-0.054025,0.749284,-1.186150,-0.629625,-1.538590,-3.175880,-0.427690,-1.146960,-2.010520,2.892250,1.875420,-3.075900,-0.986963
64,2.133330,2.166670,1.500850,1.231350,-0.666645,-1.114540,0.435337,0.463574,-3.269870,-0.032296,0.830292,-1.266420,-0.643593,-1.535820,-3.696560,-0.453388,-1.301960,-2.188060,2.966620,1.858210,-3.352120,-1.261040
65,2.166670,2.200000,1.322750,1.154060,-0.679511,-1.095110,0.335507,0.413535,-2.962710,-0.055091,0.766214,-1.175000,-0.670426,-1.500800,-3.137750,-0.408614,-1.124890,-2.002630,2.783080,1.810800,-3.090480,-0.945560
66,2.200000,2.233330,1.351230,1.161770,-0.732019,-1.070820,0.333493,0.387469,-3.126720,-0.068393,0.763172,-1.232140,-0.688901,-1.519180,-3.260910,-0.458918,-1.189100,-2.104790,2.931580,1.915200,-3.220440,-1.122800
67,2.233330,2.266670,1.470800,1.291830,-0.743540,-1.024940,0.389096,0.438950,-3.099200,-0.151902,0.779526,-1.180060,-0.677350,-1.544560,-3.169000,-0.444195,-1.099620,-2.048850,2.832480,1.754590,-3.269090,-1.124430
68,2.266670,2.300000,1.315610,1.130540,-0.582267,-1.025110,0.220107,0.365361,-2.890530,-0.033060,0.681179,-1.157760,-0.643435,-1.498910,-2.890690,-0.347263,-1.104480,-1.797150,2.728590,1.782220,-2.748130,-0.932818
69,2.300000,2.333330,1.509950,1.330410,-0.702961,-1.017640,0.354564,0.411061,-3.187360,-0.063622,0.806231,-1.253810,-0.690120,-1.556500,-3.364470,-0.404568,-1.221500,-2.166220,2.961980,1.832410,-3.337030,-1.200360
70,2.333330,2.366670,1.456100,1.289590,-0.737399,-1.059800,0.421231,0.455761,-3.156350,-0.083983,0.851107,-1.250680,-0.693563,-1.586240,-3.491180,-0.425447,-1.216330,-2.226110,2.979560,1.853020,-3.428450,-1.138340
71,2.366670,2.400000,1.309080,1.149670,-0.651200,-1.032880,0.230300,0.357409,-2.956190,-0.030771,0.730196,-1.168590,-0.672947,-1.510970,-3.009500,-0.404980,-1.114290,-1.915760,2.757770,1.772840,-2.938170,-0.987454
72,2.400000,2.433330,1.252400,1.114070,-0.664030,-1.052210,0.179798,0.323191,-2.942190,0.001969,0.670800,-1.208000,-0.675833,-1.526290,-3.181920,-0.412596,-1.197240,-2.015100,2.884130,1.926580,-2.931020,-1.051770
73,2.433330,2.466670,1.323480,1.166420,-0.627088,-1.161830,0.365549,0.495962,-2.986980,-0.004608,0.806982,-1.234990,-0.615206,-1.471770,-3.604050,-0.261025,-1.152300,-2.130770,2.973910,1.834680,-3.145090,-0.949586
74,2.466670,2.500000,1.327430,1.138290,-0.712203,-1.090630,0.516095,0.572359,-3.062410,-0.061595,0.847291,-1.220180,-0.654299,-1.422520,-3.438860,-0.172106,-1.216290,-1.937930,2.827630,1.743130,-3.009110,-1.193480
75,2.500000,2.533330,0.982009,0.977363,-0.696249,-1.021660,0.418426,0.527262,-2.405830,-0.066501,0.814032,-1.038340,-0.694403,-1.450170,-3.164050,0.149297,-0.864156,-1.899970,2.759020,1.609650,-2.819080,-1.188010
76,2.533330,2.566670,0.636697,0.869547,-1.016070,-0.726045,-0.153164,0.051723,-1.795750,0.505351,0.551731,-1.418980,-0.393041,-1.203770,-2.208190,-0.113683,-1.275350,-1.443950,1.975490,1.784490,-1.669840,1.106240
77,2.566670,2.600000,0.581939,0.686113,-0.901898,-0.912576,-0.131723,0.001816,-1.864980,0.756535,0.517359,-1.399850,-0.465827,-1.226470,-2.656380,0.071643,-1.252330,-1.775220,2.137960,1.847600,-1.674320,1.163010
78,2.600000,2.633330,0.612047,0.741301,-0.954132,-0.782455,-0.085628,0.163896,-1.894040,0.602056,0.603879,-1.371330,-0.477522,-1.179560,-2.450740,-0.008213,-1.280570,-1.384620,1.958050,1.738830,-1.565680,1.116600
79,2.633330,2.666670,0.615461,0.681692,-0.705790,-0.528277,0.050780,0.255495,-1.507830,0.776374,0.594609,-1.025610,-0.418063,-0.828571,-1.900850,0.113198,-0.964827,-0.857258,1.356480,1.153000,-0.962420,0.623824
80,2.666670,2.700000,0.631181,0.680921,-0.417766,-0.322083,0.028765,0.327418,-1.134670,0.805124,0.503431,-0.875049,-0.495427,-0.689688,-1.715190,0.139117,-0.765103,-0.609750,1.156860,0.874840,-0.895639,0.597594
81,2.700000,2.733330,0.233273,0.376014,-0.666110,-0.592514,-0.084814,0.142009,-1.973880,0.275035,0.066197,-1.806160,-0.398727,-1.184080,-2.054510,-0.961573,-0.557339,-1.867940,2.211480,2.349970,-2.494140,-0.901046
82,2.733330,2.766670,0.262295,0.407414,-0.468282,-0.631238,-0.080986,0.238950,-1.543370,0.305781,0.048139,-1.633230,-0.386594,-0.981345,-2.061850,-0.821479,-0.686849,-1.789370,2.092840,2.249240,-2.353320,-0.622759
83,2.766670,2.800000,0.246116,0.401718,-0.770781,-0.839024,-0.104304,0.405247,-1.703500,0.301487,0.176701,-1.546640,-0.440062,-0.821873,-1.962940,-0.816016,-0.856452,-1.677820,1.927680,1.999400,-2.637280,-0.959169
84,2.800000,2.833330,0.213491,0.437745,-0.777615,-0.728441,-0.039947,0.550958,-1.610620,0.364343,0.245894,-1.521500,-0.402438,-0.810066,-1.958610,-0.777564,-0.871325,-1.569620,1.853610,1.763440,-2.896080,-0.937986
85,2.833330,2.866670,0.491749,0.599935,-0.957639,-1.095690,0.050097,0.341457,-3.084400,0.331522,0.647136,-1.382690,-0.539854,-1.150230,-2.781700,-0.538288,-0.963812,-1.581940,2.109040,1.783220,-2.363760,-1.567320
86,2.866670,2.900000,0.524277,0.587592,-1.030330,-1.149230,0.074765,0.355601,-2.913830,0.489966,0.630143,-1.423420,-0.539205,-1.056830,-2.793600,-0.562092,-0.994785,-1.548730,2.066210,1.751750,-2.411550,-1.701100
87,2.900000,2.933330,0.353960,0.498213,-1.107900,-1.169240,0.051152,0.318210,-2.814010,0.377519,0.755612,-1.480860,-0.538330,-1.080210,-2.978890,-0.449868,-0.901254,-1.607570,2.211590,1.854960,-2.462390,-1.472630
88,2.933330,2.966670,0.422867,0.477823,-1.002970,-1.153240,-0.031946,0.268802,-2.475120,0.404014,0.610737,-1.398990,-0.779726,-1.137990,-3.407130,-0.259668,-0.829281,-1.806860,2.037180,1.582310,-2.614160,-1.092110
89,2.966670,3.000000,-0.610868,-0.350162,-0.533239,-1.244730,0.732961,0.662510,-0.610805,0.817085,0.493115,-0.865467,0.503393,0.343717,-0.066427,-0.950885,-0.182038,-0.065692,-0.317713,-0.103089,-1.399760,-1.235430
90,3.000000,3.033330,-0.668471,-0.375235,-0.419934,-1.147870,0.785199,0.768265,-0.403590,0.908799,0.506166,-0.973584,0.409778,0.375722,-0.309767,-0.866548,-0.117261,-0.234863,-0.107461,-0.148388,-1.873100,-1.217140
91,3.033330,3.066670,-0.837257,-0.532573,-0.369993,-1.259430,0.811127,0.837648,-0.245215,0.874602,0.436562,-0.992539,0.381507,0.397894,-0.369906,-0.835853,-0.040312,-0.279203,-0.121687,-0.230213,-1.959170,-1.036970
92,3.066670,3.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
93,3.100000,3.133330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
94,3.133330,3.166670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
95,3.166670,3.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
96,3.200000,3.233330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
97,3.233330,3.266670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
98,3.266670,3.300000,-0.997276,-0.803126,-0.714443,-0.482224,-0.925718,-1.316350,-0.993089,-0.200087,0.249463,0.779222,-0.474527,0.921534,-0.139266,0.184995,0.712679,0.551775,-1.587870,-0.669686,0.437058,0.270122
99,3.300000,3.333330,-0.843690,-0.678744,-0.657642,-0.460069,-0.654053,-1.178070,-0.769122,0.014811,0.150695,0.562637,-0.161291,0.840687,-0.144225,0.073556,0.861528,0.574811,-1.368100,-0.661231,0.475198,0.152731
100,3.333330,3.366670,-0.896513,-0.710455,-0.681556,-0.526542,-0.770754,-1.218990,-0.873212,-0.315800,0.416592,0.780389,-0.592453,0.703548,-0.403440,0.176901,0.712706,0.589955,-1.456330,-0.646418,0.509058,0.391154
101,3.366670,3.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
102,3.400000,3.433330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
103,3.433330,3.466670,-0.696007,-0.515416,-0.771499,-0.643584,-0.871247,-1.118960,-1.501320,-0.237169,0.158914,0.798561,-0.063607,0.611734,-0.604925,0.229155,0.783681,0.605802,-1.312870,-0.674814,0.393736,0.517944
104,3.466670,3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
105,3.500000,3.533330,-0.657055,-0.477507,-0.735167,-0.635359,-0.874011,-1.110060,-1.449160,-0.263181,0.156249,0.827583,-0.040186,0.679222,-0.691717,0.157365,0.891777,0.680534,-1.342770,-0.728665,0.377433,0.458500
106,3.533330,3.566670,-0.788362,-0.631532,-0.553574,-0.602435,-1.017580,-1.177320,-1.118770,-0.578421,0.049302,0.755757,0.127339,0.948552,-0.224121,0.056573,0.864017,0.870027,-1.613950,-0.785106,0.561750,-0.058539
107,3.566670,3.600000,-0.651670,-0.485765,-0.974111,-0.764021,-0.943440,-1.219740,-1.628510,-0.522033,0.138817,0.771700,-0.170715,0.558848,-0.916475,-0.019653,0.911374,0.685811,-1.237670,-0.447097,0.687404,0.309713
108,3.600000,3.633330,-0.423897,-0.255918,-0.814779,-0.706012,-1.152380,-0.893324,-1.637810,-0.452624,-0.039679,0.607859,0.205298,0.189514,-0.072506,-0.211386,0.220734,0.366840,-0.967200,-0.187654,-0.448833,0.724214
109,3.633330,3.666670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
110,3.666670,3.700000,-0.600231,-0.199746,-0.807171,-0.486131,-0.703354,-0.853411,-0.935962,-0.566673,0.167113,0.203861,-0.306402,0.553099,0.374070,-1.501950,0.131462,0.868977,-2.696760,-1.923340,0.038689,0.600633
111,3.700000,3.733330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
