frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
11,  0,  0.667,  0.00,  0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.734,  0.00,  0, 0.00, 0.00, 0.00, 0.00, 0.41, 0.17, 0.02, 0.47, 0.07, 0.16, 0.06, 0.38, 0.03, 0.21, 0.12, 0.53, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.801,  0.88,  1, 0.00, 0.00, 0.00, 0.00, 0.85, 0.33, 0.05, 0.98, 0.26, 0.29, 0.19, 0.83, 0.03, 0.45, 0.16, 1.16, 0.12, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.868,  0.88,  1, 0.00, 0.00, 0.00, 0.00, 1.22, 0.34, 0.05, 1.42, 0.46, 0.44, 0.28, 1.13, 0.03, 0.62, 0.33, 1.70, 0.19, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.934,  0.88,  1, 0.00, 0.00, 0.01, 0.01, 1.22, 0.22, 0.04, 1.42, 0.63, 0.34, 0.22, 1.02, 0.00, 0.57, 0.41, 1.82, 0.07, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
16,  0,  1.001,  0.98,  1, 0.00, 0.00, 0.05, 0.01, 1.32, 0.34, 0.01, 1.39, 0.80, 0.31, 0.10, 0.68, 0.00, 0.37, 0.62, 1.70, 0.20, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
17,  0,  1.068,  0.98,  1, 0.00, 0.00, 0.05, 0.01, 1.48, 0.61, 0.01, 1.30, 0.95, 0.24, 0.00, 0.40, 0.00, 0.21, 0.76, 1.66, 0.14, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
18,  0,  1.134,  0.98,  1, 0.00, 0.00, 0.03, 0.00, 1.58, 0.75, 0.00, 1.17, 1.11, 0.20, 0.00, 0.12, 0.00, 0.09, 0.79, 1.32, 0.18, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
19,  0,  1.201,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.44, 0.65, 0.00, 1.08, 1.09, 0.32, 0.07, 0.08, 0.00, 0.12, 0.66, 1.06, 0.05, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
20,  0,  1.268,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.24, 0.37, 0.00, 1.14, 0.98, 0.50, 0.29, 0.22, 0.00, 0.20, 0.35, 0.70, 0.05, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
21,  0,  1.335,  0.98,  1, 0.01, 0.03, 0.09, 0.00, 1.07, 0.23, 0.00, 1.07, 0.76, 0.71, 0.53, 0.50, 0.00, 0.39, 0.12, 0.39, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
22,  0,  1.401,  0.98,  1, 0.01, 0.03, 0.17, 0.00, 1.01, 0.04, 0.00, 1.11, 0.63, 0.54, 0.51, 0.79, 0.00, 0.43, 0.00, 0.17, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
23,  0,  1.468,  0.98,  1, 0.01, 0.03, 0.28, 0.00, 1.03, 0.04, 0.13, 1.07, 0.50, 0.29, 0.37, 0.99, 0.07, 0.39, 0.10, 0.53, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
24,  0,  1.535,  0.88,  1, 0.00, 0.00, 0.22, 0.00, 1.10, 0.00, 0.18, 1.07, 0.55, 0.07, 0.15, 0.99, 0.16, 0.18, 0.38, 1.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
25,  0,  1.602,  0.88,  1, 0.00, 0.00, 0.15, 0.00, 1.18, 0.00, 0.27, 0.87, 0.49, 0.12, 0.15, 1.08, 0.25, 0.25, 0.50, 1.45, 0.02, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
26,  0,  1.668,  0.88,  1, 0.00, 0.00, 0.08, 0.00, 1.20, 0.06, 0.14, 0.86, 0.65, 0.27, 0.07, 0.99, 0.18, 0.33, 0.41, 0.98, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
27,  0,  1.735,  0.98,  1, 0.00, 0.00, 0.06, 0.00, 1.08, 0.06, 0.09, 0.98, 0.68, 0.40, 0.12, 0.90, 0.09, 0.44, 0.12, 0.47, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
28,  0,  1.802,  0.98,  1, 0.00, 0.00, 0.05, 0.00, 1.02, 0.06, 0.00, 0.94, 0.81, 0.45, 0.19, 0.58, 0.00, 0.26, 0.07, 0.02, 0.05, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
29,  0,  1.869,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 1.09, 0.00, 0.00, 0.91, 0.93, 0.49, 0.20, 0.32, 0.00, 0.13, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
30,  0,  1.935,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 1.23, 0.00, 0.00, 0.79, 1.01, 0.50, 0.13, 0.28, 0.00, 0.01, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
31,  0,  2.002,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.35, 0.00, 0.08, 0.90, 0.93, 0.60, 0.01, 0.58, 0.04, 0.16, 0.24, 0.46, 0.03, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
32,  0,  2.069,  0.88,  1, 0.00, 0.00, 0.03, 0.00, 1.31, 0.00, 0.08, 0.81, 0.75, 0.48, 0.00, 0.76, 0.04, 0.16, 0.32, 0.78, 0.03, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
33,  0,  2.135,  0.98,  1, 0.00, 0.00, 0.07, 0.00, 1.22, 0.00, 0.08, 0.73, 0.61, 0.48, 0.04, 0.83, 0.04, 0.20, 0.27, 0.93, 0.03, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
34,  0,  2.202,  0.98,  1, 0.00, 0.00, 0.13, 0.00, 1.07, 0.00, 0.00, 0.63, 0.54, 0.34, 0.04, 0.68, 0.00, 0.11, 0.20, 0.54, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
35,  0,  2.269,  0.98,  1, 0.00, 0.00, 0.24, 0.00, 1.01, 0.00, 0.00, 0.61, 0.47, 0.34, 0.04, 0.58, 0.00, 0.16, 0.07, 0.42, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
36,  0,  2.336,  0.98,  1, 0.00, 0.00, 0.31, 0.00, 0.94, 0.00, 0.00, 0.58, 0.41, 0.25, 0.00, 0.51, 0.00, 0.16, 0.06, 0.54, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
37,  0,  2.402,  0.98,  1, 0.00, 0.00, 0.32, 0.00, 0.90, 0.00, 0.00, 0.48, 0.34, 0.19, 0.00, 0.47, 0.00, 0.22, 0.00, 0.49, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
38,  0,  2.469,  0.98,  1, 0.05, 0.00, 0.23, 0.00, 0.89, 0.03, 0.00, 0.42, 0.25, 0.34, 0.00, 0.74, 0.00, 0.35, 0.00, 0.29, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
39,  0,  2.536,  0.98,  1, 0.09, 0.00, 0.21, 0.00, 0.97, 0.03, 0.00, 0.38, 0.29, 0.37, 0.00, 0.66, 0.00, 0.29, 0.05, 0.16, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
40,  0,  2.603,  0.98,  1, 0.09, 0.00, 0.14, 0.00, 1.17, 0.03, 0.00, 0.46, 0.47, 0.51, 0.04, 0.54, 0.02, 0.19, 0.30, 0.14, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
41,  0,  2.669,  0.98,  1, 0.04, 0.00, 0.09, 0.00, 1.37, 0.00, 0.00, 0.54, 0.78, 0.53, 0.04, 0.28, 0.02, 0.04, 0.62, 0.14, 0.02, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
42,  0,  2.736,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 1.51, 0.00, 0.00, 0.59, 0.98, 0.72, 0.10, 0.33, 0.02, 0.06, 0.83, 0.00, 0.01, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
43,  0,  2.803,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.46, 0.00, 0.00, 0.63, 1.06, 0.61, 0.12, 0.37, 0.02, 0.07, 0.81, 0.07, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
44,  0,  2.870,  0.98,  1, 0.00, 0.00, 0.02, 0.00, 1.43, 0.00, 0.00, 0.70, 1.08, 0.65, 0.18, 0.34, 0.05, 0.06, 0.71, 0.12, 0.01, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
45,  0,  2.936,  0.98,  1, 0.00, 0.00, 0.09, 0.00, 1.46, 0.04, 0.00, 0.72, 1.17, 0.69, 0.13, 0.23, 0.14, 0.07, 0.69, 0.12, 0.13, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
46,  0,  3.003,  0.98,  1, 0.00, 0.00, 0.14, 0.01, 1.53, 0.04, 0.00, 0.69, 1.29, 0.97, 0.07, 0.25, 0.38, 0.12, 0.67, 0.05, 0.19, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
47,  0,  3.070,  0.98,  1, 0.00, 0.00, 0.16, 0.01, 1.60, 0.04, 0.00, 0.70, 1.41, 1.15, 0.01, 0.23, 0.51, 0.12, 0.72, 0.00, 0.18, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
48,  0,  3.136,  0.98,  1, 0.00, 0.00, 0.09, 0.01, 1.60, 0.01, 0.00, 0.73, 1.42, 1.22, 0.10, 0.34, 0.58, 0.12, 0.65, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
49,  0,  3.203,  0.98,  1, 0.00, 0.00, 0.07, 0.00, 1.66, 0.01, 0.00, 0.78, 1.43, 1.09, 0.10, 0.27, 0.41, 0.04, 0.76, 0.13, 0.08, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
50,  0,  3.270,  0.98,  1, 0.00, 0.00, 0.05, 0.00, 1.65, 0.11, 0.00, 0.85, 1.39, 1.07, 0.15, 0.22, 0.34, 0.03, 0.75, 0.44, 0.18, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
51,  0,  3.337,  0.98,  1, 0.00, 0.00, 0.08, 0.00, 1.59, 0.11, 0.00, 0.85, 1.19, 1.24, 0.05, 0.21, 0.29, 0.00, 0.58, 0.49, 0.18, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
52,  0,  3.403,  0.98,  1, 0.00, 0.00, 0.04, 0.00, 1.44, 0.11, 0.00, 0.90, 1.00, 1.37, 0.05, 0.12, 0.29, 0.00, 0.25, 0.45, 0.10, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
53,  0,  3.470,  0.98,  1, 0.00, 0.01, 0.03, 0.00, 1.27, 0.00, 0.00, 0.79, 0.85, 1.22, 0.06, 0.17, 0.38, 0.00, 0.00, 0.25, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
54,  0,  3.537,  0.98,  1, 0.00, 0.01, 0.00, 0.00, 1.28, 0.00, 0.00, 0.94, 1.02, 1.04, 0.06, 0.06, 0.37, 0.00, 0.09, 0.28, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
55,  0,  3.604,  0.98,  1, 0.00, 0.01, 0.03, 0.00, 1.36, 0.00, 0.00, 0.99, 1.17, 1.04, 0.06, 0.11, 0.41, 0.00, 0.21, 0.38, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
56,  0,  3.670,  0.98,  1, 0.00, 0.00, 0.05, 0.00, 1.33, 0.00, 0.00, 1.06, 1.32, 1.05, 0.00, 0.05, 0.40, 0.00, 0.45, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
57,  0,  3.737,  0.98,  1, 0.00, 0.00, 0.13, 0.00, 1.30, 0.00, 0.03, 0.96, 1.31, 0.99, 0.00, 0.16, 0.48, 0.00, 0.71, 0.98, 0.02, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
58,  0,  3.804,  0.98,  1, 0.00, 0.00, 0.09, 0.00, 1.27, 0.00, 0.03, 0.95, 1.30, 0.90, 0.00, 0.24, 0.53, 0.00, 0.98, 1.28, 0.02, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
59,  0,  3.871,  0.98,  1, 0.00, 0.00, 0.08, 0.00, 1.39, 0.08, 0.03, 1.13, 1.30, 0.94, 0.00, 0.33, 0.49, 0.00, 1.12, 1.40, 0.03, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
60,  0,  3.937,  0.98,  1, 0.00, 0.00, 0.03, 0.00, 1.45, 0.13, 0.02, 1.23, 1.32, 1.03, 0.01, 0.34, 0.55, 0.00, 1.15, 1.49, 0.01, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
61,  0,  4.004,  0.98,  1, 0.00, 0.00, 0.13, 0.00, 1.55, 0.34, 0.03, 1.36, 1.35, 1.09, 0.01, 0.33, 0.61, 0.00, 1.11, 1.51, 0.01, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
62,  0,  4.071,  0.98,  1, 0.00, 0.00, 0.15, 0.00, 1.59, 0.29, 0.03, 1.30, 1.32, 1.15, 0.01, 0.49, 0.74, 0.00, 1.11, 1.63, 0.06, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
63,  0,  4.137,  0.98,  1, 0.00, 0.00, 0.12, 0.04, 1.55, 0.24, 0.01, 1.28, 1.25, 1.09, 0.03, 0.73, 0.62, 0.07, 0.93, 1.84, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
64,  0,  4.204,  0.88,  1, 0.00, 0.00, 0.07, 0.04, 1.41, 0.03, 0.01, 1.21, 1.12, 1.14, 0.04, 0.80, 0.40, 0.11, 0.57, 1.75, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
65,  0,  4.271,  0.98,  1, 0.00, 0.00, 0.23, 0.04, 1.11, 0.00, 0.00, 0.99, 1.04, 1.11, 0.15, 0.72, 0.12, 0.14, 0.20, 1.45, 0.25, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
66,  0,  4.338,  0.98,  1, 0.00, 0.00, 0.39, 0.00, 0.83, 0.00, 0.00, 0.67, 0.94, 1.02, 0.12, 0.58, 0.00, 0.10, 0.00, 0.97, 0.42, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
67,  0,  4.404,  0.98,  1, 0.00, 0.00, 0.42, 0.00, 0.65, 0.00, 0.00, 0.47, 0.85, 0.94, 0.25, 0.65, 0.00, 0.15, 0.00, 0.81, 0.57, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
68,  0,  4.471,  0.98,  1, 0.04, 0.00, 0.35, 0.00, 0.62, 0.00, 0.00, 0.32, 0.76, 0.76, 0.15, 0.84, 0.00, 0.12, 0.00, 0.82, 0.60, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
69,  0,  4.538,  0.98,  1, 0.05, 0.00, 0.28, 0.00, 0.59, 0.00, 0.00, 0.39, 0.71, 0.85, 0.30, 0.98, 0.00, 0.18, 0.00, 0.76, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
70,  0,  4.605,  0.98,  1, 0.10, 0.00, 0.27, 0.00, 0.54, 0.00, 0.00, 0.28, 0.64, 0.73, 0.17, 0.88, 0.00, 0.10, 0.00, 0.73, 0.75, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
