frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
11, 0, 0.000, 0.98, 1, 0.88, 0.78, 0.34, 0.62, -1.10, -1.50, -0.24, -0.05, -1.40, 0.04, -0.11, 1.50, 1.73, 0.68, 2.63, 2.17, -0.14, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0
12, 0, 0.000, 0.58, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
13, 0, 0.000, 0.02, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14, 0, 0.000, 0.98, 1, 0.20, 0.35, -1.04, 1.20, -0.34, -0.62, -0.92, -0.05, 0.69, 0.09, 0.61, 1.86, 0.30, 0.39, 0.24, 1.21, -0.59, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
15, 0, 0.000, 0.88, 1, -1.59, -2.61, 0.14, -0.61, 1.81, 2.74, 3.78, 2.64, 1.87, 1.48, 0.76, 3.24, 0.99, 1.67, 1.11, 0.05, -1.59, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
16, 0, 0.000, 0.88, 1, -1.62, -1.73, 1.98, -0.43, 1.08, 0.84, 3.51, 2.03, 1.16, -0.34, 1.34, 2.06, 2.10, 3.81, 1.83, -3.61, -1.20, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0
17, 0, 0.000, 0.98, 1, -2.21, -2.43, -0.81, -1.50, -0.14, 1.11, 1.52, -0.18, -1.19, -0.50, 0.51, 1.71, 1.99, 2.01, 2.04, 2.50, -0.45, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0
18, 0, 0.000, 0.98, 1, 2.92, 0.83, -1.16, 0.46, 0.15, -1.15, 0.15, 0.01, 0.85, -1.27, 0.73, -0.58, -1.20, -1.34, 2.36, -0.65, -0.50, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
19, 0, 0.000, 0.98, 1, 1.53, 2.92, -0.62, 0.35, -0.49, 0.64, -0.33, 0.16, 0.48, 0.54, -0.02, 0.49, 0.23, -0.61, 0.56, 2.12, 1.04, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
20, 0, 0.000, 0.88, 1, -0.60, 1.16, -0.31, 1.13, -1.00, -1.08, -0.51, -1.17, -0.46, -1.13, -0.22, 1.87, 0.68, 0.94, 1.46, -0.19, -0.23, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
21, 0, 0.000, 0.98, 1, 1.76, 1.46, 0.39, 0.22, -0.69, 0.73, 1.57, 0.80, -0.18, -1.24, 1.19, 2.49, 0.58, 1.08, 2.63, 1.17, 1.35, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0
22, 0, 0.000, 0.98, 1, 2.37, 1.13, -0.15, -0.41, -1.74, -1.76, -0.93, -0.91, -0.79, -0.21, 0.19, -0.14, 0.57, -1.92, 1.89, -0.17, 0.71, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
23, 0, 0.000, 0.88, 1, -1.63, -1.25, 1.41, 1.44, 0.87, 1.97, 0.48, 1.84, -0.06, 0.68, 0.93, 2.43, 2.11, 1.94, 0.59, 1.01, 0.83, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
24, 0, 0.000, 0.98, 1, -0.03, -2.53, -0.41, -1.28, -1.65, -2.24, -1.32, -1.07, -0.19, -0.87, -0.20, 0.48, -0.58, 1.58, 1.83, -1.08, -0.76, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
25, 0, 0.000, 0.98, 1, 2.37, 1.64, 2.41, -1.40, -0.14, 2.67, 2.05, 0.01, 0.17, -0.35, -0.30, -0.72, -0.58, -1.61, 2.00, 1.62, -1.35, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
26, 0, 0.000, 0.75, 1, -0.92, 2.75, -0.41, 2.51, 2.10, 2.96, 1.37, 0.79, 0.80, 0.76, 1.25, 3.14, -0.59, 2.81, -0.91, -0.04, -5.97, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
27, 0, 0.000, 0.88, 1, 0.56, 0.56, -1.85, 1.10, 0.24, -0.68, -0.24, 0.50, 0.74, -0.53, 1.11, 1.16, 0.88, 1.15, 1.94, -1.62, -1.08, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
28, 0, 0.000, 0.92, 1, -1.17, 0.14, -1.00, -0.09, -0.99, -0.66, 0.12, -0.34, -0.75, -0.23, -0.15, 0.24, -0.20, -0.74, 0.30, -0.25, 0.56, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
29, 0, 0.000, 0.98, 1, 0.55, 0.45, 1.73, 0.99, -1.90, -2.43, 1.20, -0.16, -0.43, -0.99, 0.18, 1.07, 0.59, -0.62, 4.04, 0.59, 1.75, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
30, 0, 0.000, 0.98, 1, 1.26, 2.24, -1.22, -1.49, -0.81, -0.23, 0.31, 0.43, 2.08, 1.35, 1.32, 1.99, -0.62, 1.17, 0.74, -0.40, 0.05, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
31, 0, 0.000, 0.88, 1, 1.61, 1.59, 1.11, 0.48, -1.26, -0.10, -0.03, -0.54, -0.33, -0.15, 1.84, 2.29, 0.11, 0.56, 1.66, 0.88, 0.19, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
32, 0, 0.000, 0.92, 1, 1.43, 0.70, -1.11, -0.48, -0.36, 0.12, -1.64, 1.96, 0.93, 0.37, 1.54, 3.37, 0.79, 0.43, -0.04, 1.64, 0.41, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
33, 0, 0.000, 0.75, 1, 1.49, 4.32, 0.77, -1.05, 1.22, -0.28, 0.80, 0.31, 1.02, 1.49, 0.86, 0.76, 0.77, 0.44, 0.06, -2.60, -0.65, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
34, 0, 0.000, 0.92, 1, -2.48, 0.70, 0.03, 1.18, -0.85, 0.29, 0.04, -0.12, -0.48, -0.19, -0.41, -0.39, -1.14, 2.89, -0.55, 0.69, 1.57, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0
35, 0, 0.000, 0.98, 1, 2.72, 2.24, -0.37, 0.11, -1.79, -1.17, 0.22, -0.62, -1.20, -1.02, -1.04, 1.88, -1.97, 2.40, 0.22, 1.04, 2.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
36, 0, 0.000, 0.98, 1, 4.50, 2.95, -0.62, 0.89, -0.95, -0.82, -1.94, -0.25, 0.50, 0.70, -0.34, 1.14, 0.21, 0.54, -1.48, -1.02, -0.38, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
37, 0, 0.000, 0.98, 1, -0.58, 0.10, 0.10, 2.16, -1.77, 1.00, -0.21, -1.82, -1.46, -0.31, 0.53, -0.26, 0.95, 3.27, -0.48, 0.51, -0.24, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0
38, 0, 0.000, 0.98, 1, -1.83, -1.12, -0.36, 1.25, -1.44, -0.59, -0.52, -1.34, -1.88, -1.70, 0.16, -0.31, -0.14, 0.78, 1.36, 0.76, 2.03, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
39, 0, 0.000, 0.92, 1, -1.12, -1.30, -0.10, 1.26, -0.15, -0.87, 0.10, 1.16, 0.33, -1.19, 3.35, 1.90, 3.16, -0.19, 2.28, -0.36, -1.87, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
40, 0, 0.000, 0.98, 1, -0.00, -1.57, -0.60, 0.13, -0.56, 0.69, 0.66, -0.43, 0.64, 0.10, 1.24, 1.98, 0.55, 0.15, -1.03, 1.50, 0.81, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
41, 0, 0.000, 0.88, 1, 2.74, 3.25, -0.45, 1.08, -1.62, -1.91, 0.95, -1.08, -0.56, -0.45, 3.01, 0.55, 2.51, 0.78, 0.01, -0.01, 1.61, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
42, 0, 0.000, 0.88, 1, -4.65, -1.70, 0.92, 0.35, 0.59, 0.06, 0.12, 0.08, 0.90, 1.82, 3.08, 2.06, 0.44, 2.04, 2.29, -0.73, 0.11, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0
43, 0, 0.000, 0.98, 1, -0.18, 0.29, -2.07, -0.42, 0.77, 0.36, 1.70, 1.43, 1.61, 0.67, 0.41, 0.10, 0.98, -0.11, 1.48, -0.91, -0.38, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0
44, 0, 0.000, 0.98, 1, 1.59, 1.77, -1.51, -1.36, -0.66, 0.58, 0.78, 0.32, -0.07, 0.49, -0.54, 2.59, 0.17, 1.39, -1.42, -1.71, 0.69, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0
45, 0, 0.000, 0.98, 1, -1.55, -0.79, -0.48, 0.03, 0.68, -1.50, 0.80, 2.83, 2.04, 2.05, 1.55, 2.07, -1.13, 0.95, 1.63, 1.07, -1.94, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
46, 0, 0.000, 0.88, 1, -1.77, -1.11, -1.42, 0.86, -0.18, -0.27, 0.40, 0.59, 0.81, -0.47, 1.21, 1.32, 0.93, 1.52, -0.40, -0.44, -0.17, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
47, 0, 0.000, 0.98, 1, 0.86, -0.72, -0.24, 0.49, 0.89, 0.72, 1.32, 0.16, 0.16, -1.38, 1.58, 1.03, 2.24, 0.30, 2.00, -0.03, -1.38, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0
48, 0, 0.000, 0.92, 1, -1.19, 0.69, 0.32, 2.26, -0.38, 0.59, -0.21, -1.54, -0.79, -1.21, -1.18, -0.41, 0.01, 1.37, 2.33, 1.24, 1.46, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
49, 0, 0.000, 0.92, 1, -2.06, -1.75, 0.40, -0.61, -1.21, -0.70, 0.35, -1.37, -1.39, -0.27, 2.13, 0.92, -0.67, 2.16, -0.20, 2.23, -0.53, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
50, 0, 0.000, 0.88, 1, -0.20, 0.83, -0.43, 1.76, -1.35, -0.77, -0.70, -0.03, -1.25, -0.70, 0.33, 2.25, 1.02, 1.57, 0.07, 1.27, -1.00, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
51, 0, 0.000, 0.98, 1, 1.78, 1.09, -0.18, -1.45, -0.18, -0.94, 0.26, 0.20, 0.39, 1.67, 0.60, -0.20, 0.23, 0.60, -0.02, -1.37, 0.14, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
52, 0, 0.000, 0.98, 1, 0.18, -0.93, 0.21, 0.10, -1.06, -1.52, 0.46, 1.83, -0.38, 1.88, 1.61, 2.51, 1.99, 0.25, 0.58, 0.99, 0.51, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
53, 0, 0.000, 0.88, 1, 0.09, -0.28, -1.68, 0.09, 0.65, -0.16, 2.46, 0.03, 0.34, 1.11, 1.57, 1.51, 1.43, -0.13, 1.36, -0.10, -0.89, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
54, 0, 0.000, 0.98, 1, -2.54, -0.77, -0.63, -0.15, -0.42, 0.73, 1.42, 0.48, -0.56, -1.19, 1.38, 0.02, 0.70, 0.38, 1.56, 1.33, -1.90, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0
55, 0, 0.000, 0.98, 1, 2.89, 1.37, 0.37, 0.87, -2.44, -2.56, -2.11, -1.34, -1.20, 0.01, 0.13, -0.21, -0.08, -0.98, -0.06, 0.46, 1.98, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
56, 0, 0.000, 0.88, 1, -2.34, -1.42, 1.52, -1.43, 0.53, 1.76, 1.72, 0.95, -1.44, -2.59, 3.02, 0.02, 2.71, 1.00, 3.40, 0.05, -0.41, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0
57, 0, 0.000, 0.88, 1, 3.50, 2.07, -2.77, 2.35, 0.46, 0.47, -0.19, -0.29, 2.22, 1.30, 0.79, 1.89, 0.55, 1.33, 0.94, -1.10, -0.80, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
58, 0, 0.000, 0.98, 1, 1.52, 2.82, -1.96, 2.14, -1.35, -1.85, -1.83, -1.05, -0.84, -1.33, -0.67, -0.36, 0.61, 0.26, 1.41, 0.63, 2.01, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
59, 0, 0.000, 0.98, 1, -1.74, 0.28, 0.61, 0.67, -0.61, -1.20, 0.28, -0.02, -0.82, -0.33, -0.53, 0.89, -0.79, 0.56, 2.62, 0.83, 0.46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
60, 0, 0.000, 0.88, 1, -1.82, -2.15, 0.25, 2.20, -0.82, -0.41, 1.56, 0.24, -0.85, -0.54, 0.97, 1.51, 1.35, 3.79, 0.46, 0.22, -1.86, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0
61, 0, 0.000, 0.88, 1, 0.43, 1.21, -1.77, 1.01, -0.87, -0.56, 0.58, 0.30, 0.05, -0.50, 1.76, 2.46, 0.38, 0.94, -1.54, -2.38, 1.65, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
62, 0, 0.000, 0.98, 1, 2.50, 2.11, -2.15, 1.82, -1.23, -0.56, 0.29, -0.25, -0.26, -2.70, 0.85, 1.63, -1.04, 1.25, 1.09, 1.31, 0.11, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
63, 0, 0.000, 0.98, 1, 1.30, -1.21, 0.49, -0.01, -0.42, -0.71, 1.67, 1.99, 0.96, 1.69, 1.45, 1.98, 0.86, 2.69, 0.88, 1.70, 0.14, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
64, 0, 0.000, 0.98, 1, 0.98, 1.57, 0.37, -0.68, -0.56, 0.10, 0.35, 0.17, 0.50, 0.67, -1.17, 0.21, 2.53, 0.84, 0.29, 0.38, 0.15, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
65, 0, 0.000, 0.98, 1, 0.46, -0.82, -0.29, -0.62, -1.12, -1.47, -1.51, -0.70, -1.71, -0.38, 3.66, 0.66, 2.46, -1.47, 0.01, -0.46, 2.58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0
66, 0, 0.000, 0.98, 1, 0.65, 1.21, -1.60, 2.29, -1.75, -1.63, -0.73, -2.14, -0.64, -0.41, -0.65, -0.26, 0.17, 0.57, 0.43, 0.80, 0.73, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
67, 0, 0.000, 0.88, 1, 0.59, 0.39, -0.92, -0.42, 2.10, 1.50, 1.64, 2.01, 1.66, 1.96, 0.57, 0.92, 2.25, 0.61, 1.01, 1.35, -0.30, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0
68, 0, 0.000, 0.98, 1, -0.59, -1.27, -0.97, -0.35, 0.40, 1.26, 0.97, 2.02, -0.53, 0.66, 1.04, 2.47, 2.34, 3.42, 0.24, 1.63, 0.75, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
69, 0, 0.000, 0.72, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
70, 0, 0.000, 0.02, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
